"","CNTY","PREC","PCTKEY","cntykey","SDLEA10","NAME","NAME2","DISTRICT_N","NCES_DISTR"
"6063","201","0217","2010217",101,"23640","Houston ISD","Houston","101912","4823640"
"6064","201","0233","2010233",101,"23640","Houston ISD","Houston","101912","4823640"
"6065","201","0177","2010177",101,"23640","Houston ISD","Houston","101912","4823640"
"6067","201","0227","2010227",101,"23640","Houston ISD","Houston","101912","4823640"
"6068","201","0135","2010135",101,"23640","Houston ISD","Houston","101912","4823640"
"6070.1","201","0252","2010252",101,"23640","Houston ISD","Houston","101912","4823640"
"6071","201","0454","2010454",101,"23640","Houston ISD","Houston","101912","4823640"
"6073.1","201","0730","2010730",101,"23640","Houston ISD","Houston","101912","4823640"
"6077.1","201","0104","2010104",101,"23640","Houston ISD","Houston","101912","4823640"
"6081.1","201","0274","2010274",101,"23640","Houston ISD","Houston","101912","4823640"
"6083.1","201","0213","2010213",101,"23640","Houston ISD","Houston","101912","4823640"
"6086.2","201","0733","2010733",101,"23640","Houston ISD","Houston","101912","4823640"
"6087.2","201","0083","2010083",101,"23640","Houston ISD","Houston","101912","4823640"
"6095","201","0335","2010335",101,"23640","Houston ISD","Houston","101912","4823640"
"7099.1","201","0559","2010559",101,"23640","Houston ISD","Houston","101912","4823640"
"7107.1","201","0727","2010727",101,"23640","Houston ISD","Houston","101912","4823640"
"7110","201","0611","2010611",101,"23640","Houston ISD","Houston","101912","4823640"
"7111","201","0007","2010007",101,"23640","Houston ISD","Houston","101912","4823640"
"7112","201","0585","2010585",101,"23640","Houston ISD","Houston","101912","4823640"
"7117.1","201","0234","2010234",101,"23640","Houston ISD","Houston","101912","4823640"
"7118","201","0491","2010491",101,"23640","Houston ISD","Houston","101912","4823640"
"7125.1","201","0510","2010510",101,"23640","Houston ISD","Houston","101912","4823640"
"7127","201","0256","2010256",101,"23640","Houston ISD","Houston","101912","4823640"
"7128","201","0430","2010430",101,"23640","Houston ISD","Houston","101912","4823640"
"7140.2","201","0095","2010095",101,"23640","Houston ISD","Houston","101912","4823640"
"7142","201","0178","2010178",101,"23640","Houston ISD","Houston","101912","4823640"
"7595","201","0402","2010402",101,"23640","Houston ISD","Houston","101912","4823640"
"7596","201","0336","2010336",101,"23640","Houston ISD","Houston","101912","4823640"
"7597.2","201","0131","2010131",101,"23640","Houston ISD","Houston","101912","4823640"
"7598","201","0355","2010355",101,"23640","Houston ISD","Houston","101912","4823640"
"7599.1","201","0630","2010630",101,"23640","Houston ISD","Houston","101912","4823640"
"7600","201","0062","2010062",101,"23640","Houston ISD","Houston","101912","4823640"
"7601","201","0528","2010528",101,"23640","Houston ISD","Houston","101912","4823640"
"7602","201","0412","2010412",101,"23640","Houston ISD","Houston","101912","4823640"
"7603","201","0079","2010079",101,"23640","Houston ISD","Houston","101912","4823640"
"7604","201","0865","2010865",101,"23640","Houston ISD","Houston","101912","4823640"
"7605","201","0161","2010161",101,"23640","Houston ISD","Houston","101912","4823640"
"7606","201","0210","2010210",101,"23640","Houston ISD","Houston","101912","4823640"
"7607","201","0194","2010194",101,"23640","Houston ISD","Houston","101912","4823640"
"7608","201","0540","2010540",101,"23640","Houston ISD","Houston","101912","4823640"
"7609","201","0632","2010632",101,"23640","Houston ISD","Houston","101912","4823640"
"7610","201","0361","2010361",101,"23640","Houston ISD","Houston","101912","4823640"
"7611","201","0562","2010562",101,"23640","Houston ISD","Houston","101912","4823640"
"7759","201","0186","2010186",101,"23640","Houston ISD","Houston","101912","4823640"
"7760","201","0139","2010139",101,"23640","Houston ISD","Houston","101912","4823640"
"7761","201","0201","2010201",101,"23640","Houston ISD","Houston","101912","4823640"
"7762","201","0039","2010039",101,"23640","Houston ISD","Houston","101912","4823640"
"7763","201","0038","2010038",101,"23640","Houston ISD","Houston","101912","4823640"
"7764","201","0060","2010060",101,"23640","Houston ISD","Houston","101912","4823640"
"7765","201","0047","2010047",101,"23640","Houston ISD","Houston","101912","4823640"
"7766","201","0854","2010854",101,"23640","Houston ISD","Houston","101912","4823640"
"7804","201","0895","2010895",101,"23640","Houston ISD","Houston","101912","4823640"
"7812","201","0889","2010889",101,"23640","Houston ISD","Houston","101912","4823640"
"7982","201","1005","2011005",101,"23640","Houston ISD","Houston","101912","4823640"
"7983.1","201","0118","2010118",101,"23640","Houston ISD","Houston","101912","4823640"
"7998","201","0924","2010924",101,"23640","Houston ISD","Houston","101912","4823640"
"8004","201","0489","2010489",101,"23640","Houston ISD","Houston","101912","4823640"
"8007","201","0236","2010236",101,"23640","Houston ISD","Houston","101912","4823640"
"8008","201","0822","2010822",101,"23640","Houston ISD","Houston","101912","4823640"
"8009","201","0238","2010238",101,"23640","Houston ISD","Houston","101912","4823640"
"8010","201","0237","2010237",101,"23640","Houston ISD","Houston","101912","4823640"
"8011.2","201","0462","2010462",101,"23640","Houston ISD","Houston","101912","4823640"
"8012.1","201","0424","2010424",101,"23640","Houston ISD","Houston","101912","4823640"
"8013.1","201","0179","2010179",101,"23640","Houston ISD","Houston","101912","4823640"
"8014","201","0204","2010204",101,"23640","Houston ISD","Houston","101912","4823640"
"8020.2","201","0774","2010774",101,"23640","Houston ISD","Houston","101912","4823640"
"8026.3","201","0645","2010645",101,"23640","Houston ISD","Houston","101912","4823640"
"8027.1","201","0461","2010461",101,"23640","Houston ISD","Houston","101912","4823640"
"8029.1","201","0765","2010765",101,"23640","Houston ISD","Houston","101912","4823640"
"8030.2","201","0558","2010558",101,"23640","Houston ISD","Houston","101912","4823640"
"8032","201","0505","2010505",101,"23640","Houston ISD","Houston","101912","4823640"
"8033","201","0652","2010652",101,"23640","Houston ISD","Houston","101912","4823640"
"8034","201","0372","2010372",101,"23640","Houston ISD","Houston","101912","4823640"
"8035","201","0384","2010384",101,"23640","Houston ISD","Houston","101912","4823640"
"8038.2","201","0814","2010814",101,"23640","Houston ISD","Houston","101912","4823640"
"8042","201","0087","2010087",101,"23640","Houston ISD","Houston","101912","4823640"
"8043.2","201","0527","2010527",101,"23640","Houston ISD","Houston","101912","4823640"
"8044.2","201","0081","2010081",101,"23640","Houston ISD","Houston","101912","4823640"
"8053.1","201","0270","2010270",101,"23640","Houston ISD","Houston","101912","4823640"
"8054.2","201","0498","2010498",101,"23640","Houston ISD","Houston","101912","4823640"
"8055.1","201","0322","2010322",101,"23640","Houston ISD","Houston","101912","4823640"
"8056","201","0569","2010569",101,"23640","Houston ISD","Houston","101912","4823640"
"8057","201","0432","2010432",101,"23640","Houston ISD","Houston","101912","4823640"
"8059","201","0525","2010525",101,"23640","Houston ISD","Houston","101912","4823640"
"8064.1","201","0797","2010797",101,"23640","Houston ISD","Houston","101912","4823640"
"8066","201","0453","2010453",101,"23640","Houston ISD","Houston","101912","4823640"
"8067","201","0434","2010434",101,"23640","Houston ISD","Houston","101912","4823640"
"8076","201","0184","2010184",101,"23640","Houston ISD","Houston","101912","4823640"
"8082","201","0282","2010282",101,"23640","Houston ISD","Houston","101912","4823640"
"8083","201","0567","2010567",101,"23640","Houston ISD","Houston","101912","4823640"
"8086.1","201","0395","2010395",101,"23640","Houston ISD","Houston","101912","4823640"
"8087.1","201","0625","2010625",101,"23640","Houston ISD","Houston","101912","4823640"
"8088","201","0396","2010396",101,"23640","Houston ISD","Houston","101912","4823640"
"8089.1","201","0656","2010656",101,"23640","Houston ISD","Houston","101912","4823640"
"8092","201","0324","2010324",101,"23640","Houston ISD","Houston","101912","4823640"
"8093","201","0663","2010663",101,"23640","Houston ISD","Houston","101912","4823640"
"8099","201","0156","2010156",101,"23640","Houston ISD","Houston","101912","4823640"
"8100.1","201","0450","2010450",101,"23640","Houston ISD","Houston","101912","4823640"
"8101","201","0555","2010555",101,"23640","Houston ISD","Houston","101912","4823640"
"8102","201","0292","2010292",101,"23640","Houston ISD","Houston","101912","4823640"
"8103","201","0286","2010286",101,"23640","Houston ISD","Houston","101912","4823640"
"8112.1","201","0221","2010221",101,"23640","Houston ISD","Houston","101912","4823640"
"8114","201","0195","2010195",101,"23640","Houston ISD","Houston","101912","4823640"
"8116.1","201","0872","2010872",101,"23640","Houston ISD","Houston","101912","4823640"
"8117","201","0838","2010838",101,"23640","Houston ISD","Houston","101912","4823640"
"8118.1","201","0229","2010229",101,"23640","Houston ISD","Houston","101912","4823640"
"8123","201","0554","2010554",101,"23640","Houston ISD","Houston","101912","4823640"
"8124","201","0296","2010296",101,"23640","Houston ISD","Houston","101912","4823640"
"8125.1","201","0297","2010297",101,"23640","Houston ISD","Houston","101912","4823640"
"8126.1","201","0507","2010507",101,"23640","Houston ISD","Houston","101912","4823640"
"8127","201","0433","2010433",101,"23640","Houston ISD","Houston","101912","4823640"
"8134.1","201","0536","2010536",101,"23640","Houston ISD","Houston","101912","4823640"
"8135","201","0543","2010543",101,"23640","Houston ISD","Houston","101912","4823640"
"8136","201","0078","2010078",101,"23640","Houston ISD","Houston","101912","4823640"
"8137","201","0153","2010153",101,"23640","Houston ISD","Houston","101912","4823640"
"8139.1","201","0107","2010107",101,"23640","Houston ISD","Houston","101912","4823640"
"8140","201","0702","2010702",101,"23640","Houston ISD","Houston","101912","4823640"
"8141","201","0341","2010341",101,"23640","Houston ISD","Houston","101912","4823640"
"8152","201","0778","2010778",101,"23640","Houston ISD","Houston","101912","4823640"
"8156.1","201","0566","2010566",101,"23640","Houston ISD","Houston","101912","4823640"
"8165.2","201","0437","2010437",101,"23640","Houston ISD","Houston","101912","4823640"
"8171.1","201","0818","2010818",101,"23640","Houston ISD","Houston","101912","4823640"
"8172.1","201","0080","2010080",101,"23640","Houston ISD","Houston","101912","4823640"
"8173.1","201","0354","2010354",101,"23640","Houston ISD","Houston","101912","4823640"
"8174.2","201","0162","2010162",101,"23640","Houston ISD","Houston","101912","4823640"
"8175","201","0401","2010401",101,"23640","Houston ISD","Houston","101912","4823640"
"8178","201","0570","2010570",101,"23640","Houston ISD","Houston","101912","4823640"
"8190.1","201","0769","2010769",101,"23640","Houston ISD","Houston","101912","4823640"
"8191.1","201","0163","2010163",101,"23640","Houston ISD","Houston","101912","4823640"
"8193.2","201","0117","2010117",101,"23640","Houston ISD","Houston","101912","4823640"
"8196","201","0448","2010448",101,"23640","Houston ISD","Houston","101912","4823640"
"8197","201","0189","2010189",101,"23640","Houston ISD","Houston","101912","4823640"
"8198","201","0578","2010578",101,"23640","Houston ISD","Houston","101912","4823640"
"8199.2","201","0711","2010711",101,"23640","Houston ISD","Houston","101912","4823640"
"8206.2","201","0626","2010626",101,"23640","Houston ISD","Houston","101912","4823640"
"8207.1","201","0504","2010504",101,"23640","Houston ISD","Houston","101912","4823640"
"8208.1","201","0438","2010438",101,"23640","Houston ISD","Houston","101912","4823640"
"8219.1","201","0620","2010620",101,"23640","Houston ISD","Houston","101912","4823640"
"8223.1","201","0299","2010299",101,"23640","Houston ISD","Houston","101912","4823640"
"8224","201","0044","2010044",101,"23640","Houston ISD","Houston","101912","4823640"
"8225.1","201","0115","2010115",101,"23640","Houston ISD","Houston","101912","4823640"
"8226.1","201","0045","2010045",101,"23640","Houston ISD","Houston","101912","4823640"
"8228","201","0148","2010148",101,"23640","Houston ISD","Houston","101912","4823640"
"8233","201","0122","2010122",101,"23640","Houston ISD","Houston","101912","4823640"
"8234","201","0192","2010192",101,"23640","Houston ISD","Houston","101912","4823640"
"8235","201","0809","2010809",101,"23640","Houston ISD","Houston","101912","4823640"
"8236","201","0205","2010205",101,"23640","Houston ISD","Houston","101912","4823640"
"8246","201","0371","2010371",101,"23640","Houston ISD","Houston","101912","4823640"
"8247","201","0150","2010150",101,"23640","Houston ISD","Houston","101912","4823640"
"8248.1","201","0832","2010832",101,"23640","Houston ISD","Houston","101912","4823640"
"8249","201","0206","2010206",101,"23640","Houston ISD","Houston","101912","4823640"
"8262","201","0214","2010214",101,"23640","Houston ISD","Houston","101912","4823640"
"8263","201","0431","2010431",101,"23640","Houston ISD","Houston","101912","4823640"
"8265","201","0345","2010345",101,"23640","Houston ISD","Houston","101912","4823640"
"8269","201","0675","2010675",101,"23640","Houston ISD","Houston","101912","4823640"
"8270","201","0001","2010001",101,"23640","Houston ISD","Houston","101912","4823640"
"8271","201","0002","2010002",101,"23640","Houston ISD","Houston","101912","4823640"
"8272","201","0003","2010003",101,"23640","Houston ISD","Houston","101912","4823640"
"8273","201","0004","2010004",101,"23640","Houston ISD","Houston","101912","4823640"
"8274","201","0159","2010159",101,"23640","Houston ISD","Houston","101912","4823640"
"8279","201","0272","2010272",101,"23640","Houston ISD","Houston","101912","4823640"
"8282.1","201","0376","2010376",101,"23640","Houston ISD","Houston","101912","4823640"
"8283.1","201","0353","2010353",101,"23640","Houston ISD","Houston","101912","4823640"
"8289","201","0005","2010005",101,"23640","Houston ISD","Houston","101912","4823640"
"8290","201","0681","2010681",101,"23640","Houston ISD","Houston","101912","4823640"
"8413.1","201","0857","2010857",101,"23640","Houston ISD","Houston","101912","4823640"
"8414.1","201","0860","2010860",101,"23640","Houston ISD","Houston","101912","4823640"
"8415.1","201","0066","2010066",101,"23640","Houston ISD","Houston","101912","4823640"
"8416","201","0458","2010458",101,"23640","Houston ISD","Houston","101912","4823640"
"8417.1","201","0164","2010164",101,"23640","Houston ISD","Houston","101912","4823640"
"8419.1","201","0208","2010208",101,"23640","Houston ISD","Houston","101912","4823640"
"8481","201","0369","2010369",101,"23640","Houston ISD","Houston","101912","4823640"
"8507","201","0046","2010046",101,"23640","Houston ISD","Houston","101912","4823640"
"8509","201","0160","2010160",101,"23640","Houston ISD","Houston","101912","4823640"
"8594","201","0902","2010902",101,"23640","Houston ISD","Houston","101912","4823640"
"8595","201","0906","2010906",101,"23640","Houston ISD","Houston","101912","4823640"
"8602","201","0927","2010927",101,"23640","Houston ISD","Houston","101912","4823640"
"8603.1","201","0935","2010935",101,"23640","Houston ISD","Houston","101912","4823640"
"8605.1","201","1002","2011002",101,"23640","Houston ISD","Houston","101912","4823640"
"8610","201","0754","2010754",101,"23640","Houston ISD","Houston","101912","4823640"
"8612","201","0918","2010918",101,"23640","Houston ISD","Houston","101912","4823640"
"8621","201","0890","2010890",101,"23640","Houston ISD","Houston","101912","4823640"
"8622","201","0945","2010945",101,"23640","Houston ISD","Houston","101912","4823640"
"8623","201","0946","2010946",101,"23640","Houston ISD","Houston","101912","4823640"
"8624","201","0947","2010947",101,"23640","Houston ISD","Houston","101912","4823640"
"8625","201","0948","2010948",101,"23640","Houston ISD","Houston","101912","4823640"
"8627","201","0952","2010952",101,"23640","Houston ISD","Houston","101912","4823640"
"8628","201","0956","2010956",101,"23640","Houston ISD","Houston","101912","4823640"
"8791","201","0836","2010836",101,"23640","Houston ISD","Houston","101912","4823640"
"8792.1","201","0706","2010706",101,"23640","Houston ISD","Houston","101912","4823640"
"8794","201","0999","2010999",101,"23640","Houston ISD","Houston","101912","4823640"
"8795.1","201","0096","2010096",101,"23640","Houston ISD","Houston","101912","4823640"
"8803","201","0332","2010332",101,"23640","Houston ISD","Houston","101912","4823640"
"682","167","0227","1670227",84,"39270","Santa Fe ISD","Santa Fe","84909","4839270"
"683.1","167","0219","1670219",84,"39270","Santa Fe ISD","Santa Fe","84909","4839270"
"685","167","0263","1670263",84,"39270","Santa Fe ISD","Santa Fe","84909","4839270"
"687","167","0228","1670228",84,"39270","Santa Fe ISD","Santa Fe","84909","4839270"
"691","167","0277","1670277",84,"39270","Santa Fe ISD","Santa Fe","84909","4839270"
"692","167","0278","1670278",84,"39270","Santa Fe ISD","Santa Fe","84909","4839270"
"695","167","0280","1670280",84,"39270","Santa Fe ISD","Santa Fe","84909","4839270"
"3016.1","39","0016","390016",20,"39270","Santa Fe ISD","Santa Fe","84909","4839270"
"3020.2","39","0035","390035",20,"39270","Santa Fe ISD","Santa Fe","84909","4839270"
"3027.4","39","0038","390038",20,"39270","Santa Fe ISD","Santa Fe","84909","4839270"
"3983","167","0283","1670283",84,"39270","Santa Fe ISD","Santa Fe","84909","4839270"
"5395.1","167","0482","1670482",84,"39270","Santa Fe ISD","Santa Fe","84909","4839270"
"5396.1","167","0258","1670258",84,"39270","Santa Fe ISD","Santa Fe","84909","4839270"
"5397.1","167","0279","1670279",84,"39270","Santa Fe ISD","Santa Fe","84909","4839270"
"5398.2","167","0461","1670461",84,"39270","Santa Fe ISD","Santa Fe","84909","4839270"
"7570.3","167","0226","1670226",84,"39270","Santa Fe ISD","Santa Fe","84909","4839270"
"7571","167","0220","1670220",84,"39270","Santa Fe ISD","Santa Fe","84909","4839270"
"682.1","167","0227","1670227",84,"23310","Hitchcock ISD","Hitchcock","84908","4823310"
"683.2","167","0219","1670219",84,"23310","Hitchcock ISD","Hitchcock","84908","4823310"
"684","167","3311","1673311",84,"23310","Hitchcock ISD","Hitchcock","84908","4823310"
"689.1","167","0276","1670276",84,"23310","Hitchcock ISD","Hitchcock","84908","4823310"
"690.3","167","0221","1670221",84,"23310","Hitchcock ISD","Hitchcock","84908","4823310"
"691.1","167","0277","1670277",84,"23310","Hitchcock ISD","Hitchcock","84908","4823310"
"693.1","167","0331","1670331",84,"23310","Hitchcock ISD","Hitchcock","84908","4823310"
"696.1","167","0312","1670312",84,"23310","Hitchcock ISD","Hitchcock","84908","4823310"
"697.1","167","0338","1670338",84,"23310","Hitchcock ISD","Hitchcock","84908","4823310"
"3027.5","39","0038","390038",20,"23310","Hitchcock ISD","Hitchcock","84908","4823310"
"3984.1","167","2321","1672321",84,"23310","Hitchcock ISD","Hitchcock","84908","4823310"
"3985.1","167","2322","1672322",84,"23310","Hitchcock ISD","Hitchcock","84908","4823310"
"3991.1","167","0232","1670232",84,"23310","Hitchcock ISD","Hitchcock","84908","4823310"
"7568.1","167","0225","1670225",84,"23310","Hitchcock ISD","Hitchcock","84908","4823310"
"7570.4","167","0226","1670226",84,"23310","Hitchcock ISD","Hitchcock","84908","4823310"
"7575.1","167","0334","1670334",84,"23310","Hitchcock ISD","Hitchcock","84908","4823310"
"685.1","167","0263","1670263",84,"19950","Friendswood ISD","Friendswood","84911","4819950"
"700","167","0401","1670401",84,"19950","Friendswood ISD","Friendswood","84911","4819950"
"701","167","0462","1670462",84,"19950","Friendswood ISD","Friendswood","84911","4819950"
"704.1","167","0460","1670460",84,"19950","Friendswood ISD","Friendswood","84911","4819950"
"705.1","167","0457","1670457",84,"19950","Friendswood ISD","Friendswood","84911","4819950"
"3016.2","39","0016","390016",20,"19950","Friendswood ISD","Friendswood","84911","4819950"
"3031.2","39","0061","390061",20,"19950","Friendswood ISD","Friendswood","84911","4819950"
"3167","167","0464","1670464",84,"19950","Friendswood ISD","Friendswood","84911","4819950"
"3169","167","0456","1670456",84,"19950","Friendswood ISD","Friendswood","84911","4819950"
"3222","201","0378","2010378",101,"19950","Friendswood ISD","Friendswood","84911","4819950"
"3895.1","39","0052","390052",20,"19950","Friendswood ISD","Friendswood","84911","4819950"
"5395.2","167","0482","1670482",84,"19950","Friendswood ISD","Friendswood","84911","4819950"
"5398.3","167","0461","1670461",84,"19950","Friendswood ISD","Friendswood","84911","4819950"
"6000","201","0742","2010742",101,"19950","Friendswood ISD","Friendswood","84911","4819950"
"6011.1","39","0051","390051",20,"19950","Friendswood ISD","Friendswood","84911","4819950"
"8036.1","201","0474","2010474",101,"19950","Friendswood ISD","Friendswood","84911","4819950"
"645","157","4119","1574119",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"646.1","157","1003","1571003",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"647.2","157","1134","1571134",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"648.1","157","4129","1574129",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"649","157","4102","1574102",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"650.1","157","4044","1574044",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"651","157","4046","1574046",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"652","157","4084","1574084",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"653","157","4064","1574064",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"654","157","4131","1574131",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"655","157","1114","1571114",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"657.3","157","2070","1572070",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"658","157","4049","1574049",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"659","157","2093","1572093",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"660","157","2092","1572092",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"661","157","4065","1574065",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"662","157","4127","1574127",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"663.1","157","2088","1572088",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"664.1","157","3009","1573009",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"665.1","157","2060","1572060",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"666.1","157","2137","1572137",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"667.1","157","2112","1572112",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"668.1","157","2077","1572077",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"669","157","2078","1572078",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"670.1","157","2096","1572096",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"1128.2","39","0050","390050",20,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"1470","157","4011","1574011",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"1471","157","4110","1574110",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"1472.1","157","3041","1573041",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"1473.1","157","3063","1573063",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"1475","157","4080","1574080",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"1476","157","4042","1574042",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"1519.2","201","0627","2010627",101,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"2222.5","39","0021","390021",20,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"2352","157","4047","1574047",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"2354","157","2116","1572116",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"2355.1","157","2017","1572017",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"2356","157","2055","1572055",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"2357.1","157","2123","1572123",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"2358.1","157","2031","1572031",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"2359.1","157","2023","1572023",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"2360","157","4028","1574028",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"2361","157","2091","1572091",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"2362","157","2090","1572090",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"2363","157","4030","1574030",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"2364.1","157","2056","1572056",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"2365","157","2115","1572115",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"2366","157","2089","1572089",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"2367","157","2036","1572036",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"2369.1","157","2138","1572138",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"2458.1","201","0722","2010722",101,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"2901.1","39","0063","390063",20,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"3165.1","157","2043","1572043",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"3166.1","157","2101","1572101",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"3179.1","201","0649","2010649",101,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"3229.1","201","0337","2010337",101,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"3959.1","39","0068","390068",20,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"4068.2","201","0506","2010506",101,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"4803.1","157","1103","1571103",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"4804.3","157","1058","1571058",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5338.1","157","3053","1573053",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5339.2","157","2022","1572022",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5340.1","157","3069","1573069",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5341.1","157","4082","1574082",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5342.1","157","4107","1574107",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5343","157","4140","1574140",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5344","157","4121","1574121",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5346","157","4029","1574029",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5347","157","4020","1574020",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5348","157","4105","1574105",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5349","157","4035","1574035",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5350","157","3098","1573098",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5351","157","4086","1574086",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5352","157","3032","1573032",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5353.1","157","3104","1573104",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5354","157","2066","1572066",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5355","157","3113","1573113",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5358.2","157","2106","1572106",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5359.2","157","3083","1573083",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5360","157","4126","1574126",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5361","157","4111","1574111",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5364.1","157","4124","1574124",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5365","157","2034","1572034",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5367","157","4125","1574125",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5368","157","4026","1574026",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5369","157","4045","1574045",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5372.1","157","1128","1571128",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5373.1","157","4135","1574135",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5374.5","157","1021","1571021",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5379.1","157","1072","1571072",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5381","157","2108","1572108",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5384.2","157","3005","1573005",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5385.1","157","2052","1572052",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5386","157","4062","1574062",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5387","157","2033","1572033",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
"5388","157","2136","1572136",79,"19650","Fort Bend ISD","Fort Bend","79907","4819650"
