"","precinct","party","votes"
"21746","850065","R",470
"21747","850066","R",737
"21748","850067","R",868
"21749","850068","R",633
"21750","850069","R",1574
"21751","850070","R",877
"21752","850071","R",719
"21753","850072","R",624
"21754","850073","R",460
"21755","850074","R",641
"21756","850075","R",944
"21757","850076","R",1384
"21758","850077","R",1156
"21759","850078","R",895
"21760","850079","R",848
"21761","850080","R",1330
"21762","850081","R",950
"21763","850082","R",908
"21764","850083","R",1965
"21765","850084","R",905
"21766","850085","R",1026
"21767","850086","R",1132
"21768","850087","R",1979
"21769","850088","R",425
"21770","850089","R",1799
"21771","850090","R",1586
"21772","850091","R",879
"21773","850092","R",1017
"21774","850093","R",146
"21775","850094","R",1391
"21776","850095","R",1050
"21777","850096","R",329
"21778","850097","R",758
"21779","850098","R",471
"21780","850099","R",86
"21781","850100","R",9
"21782","850101","R",1298
"21783","850102","R",1371
"21784","850103","R",335
"21785","850104","R",447
"21786","850105","R",482
"21787","850106","R",781
"21788","850107","R",1316
"21789","850108A","R",1010
"21790","850108B","R",0
"21791","850109","R",1472
"21792","850110","R",1078
"21793","850111","R",1979
"21794","850112","R",1163
"21795","850113","R",1124
"21796","850114","R",706
"21797","850115","R",1104
"21798","850116","R",1906
"21799","850117","R",1516
"21800","850118","R",1924
"21801","850119","R",2192
"21802","850120","R",2742
"21803","850121","R",777
"21804","850122","R",2332
"21805","850123","R",918
"21806","850124","R",1001
"21807","850125","R",1524
"21808","850126A","R",1755
"21809","850126B","R",0
"21810","850127","R",1353
"21811","850128","R",2528
"21812","850129","R",1527
"21813","850130","R",2156
"21814","850131","R",2634
"21815","850132","R",1001
"21816","850133","R",911
"21817","850134","R",2433
"21818","850135","R",1331
"21819","850136","R",779
"21820","850137","R",831
"21821","850138","R",613
"21822","850139","R",1358
"21823","850140","R",2219
"21824","850141","R",1177
"21825","850142","R",1076
"21826","850143","R",894
"21827","850144","R",1045
"21828","850145","R",554
"21829","850146","R",1563
"21830","850147","R",638
"21831","850148","R",8
"21832","850149","R",1581
"21833","850150","R",260
"21834","850151","R",494
"21835","850152","R",16
"21836","850153","R",1572
"21837","850154","R",501
"21838","850155","R",3150
"21839","850156","R",1361
"21840","850157","R",2267
"21841","850158","R",739
"21842","850159","R",1615
"21843","850160","R",187
"21844","850161","R",116
"21845","850162","R",156
"21846","850163","R",1008
"21847","850164","R",466
"21848","850165","R",450
"21849","850166","R",1276
"21850","850167","R",1445
"21851","850168","R",882
"21852","850169","R",1011
"21853","850170","R",768
"21854","850171","R",2366
"21855","850172","R",1166
"21856","850173","R",330
"21857","850174","R",1463
"21858","850175","R",658
"21859","850176","R",908
"21860","850177","R",1498
"21861","850178","R",3730
"21862","850179","R",2712
"21863","850180","R",256
"21864","850181","R",607
"21865","850182","R",1
"21866","850183","R",55
"21867","850184","R",0
"21868","850185","R",22
"21869","850186","R",64
"21870","850187","R",252
"21871","850188","R",38
"21872","850189","R",381
"21873","850190","R",42
"21874","850191","R",199
"21875","850192","R",731
"21876","850193","R",411
"21877","850194","R",14
"21878","850195","R",473
"21879","850196","R",712
"21880","850197A","R",409
"21881","850197B","R",0
"21882","850198","R",66
"21883","850199","R",596
"21884","850200","R",0
"21885","850201","R",1
"21886","850202","R",5
"21887","850203","R",1522
"21888","850204","R",147
"21889","850205","R",10
"21890","850206","R",682
"21891","850207","R",1420
"21892","850208","R",497
"21893","850209","R",232
"21894","850210","R",517
"21895","850211","R",2120
"21896","850212","R",2136
"21897","850213","R",2682
"21898","850214","R",1678
"21899","870101","R",336
"21900","870201","R",183
"21901","870202","R",34
"21902","870301","R",190
"21903","870302","R",39
"21904","870401","R",186
"21905","870402","R",59
"21906","890101","R",966
"21907","890102","R",134
"21908","890103","R",368
"21909","890201","R",1420
"21910","890202","R",300
"21911","890301","R",555
"21912","890302","R",567
"21913","890303","R",283
"21914","890304","R",215
"21915","890305","R",590
"21916","890401","R",188
"21917","890402","R",707
"21918","90001","R",771
"21919","90002","R",587
"21920","90003","R",246
"21921","90004","R",455
"21922","90005","R",107
"21923","90006","R",649
"21924","90007","R",125
"21925","90008","R",216
"21926","90009","R",96
"21927","90010","R",478
"21928","90011","R",77
"21929","910101","R",1835
"21930","910102","R",2068
"21931","910103","R",1967
"21932","910104","R",1097
"21933","910105A","R",2515
"21934","910105B","R",48
"21935","910106","R",3538
"21936","910201","R",1849
"21937","910202","R",464
"21938","910203A","R",3284
"21939","910203B","R",0
"21940","910204","R",2883
"21941","910205","R",2949
"21942","910206","R",2701
"21943","910301","R",1030
"21944","910302","R",1956
"21945","910303","R",242
"21946","910304","R",1819
"21947","910305","R",792
"21948","910401","R",1111
"21949","910402","R",2248
"21950","910403","R",2452
"21951","910404","R",3256
"21952","910405","R",1831
"21953","910406","R",2409
"21954","930001","R",800
"21955","930002","R",785
"21956","930004","R",55
"21957","930005","R",348
"21958","930006","R",212
"21959","930007","R",163
"21960","930009","R",110
"21961","930010","R",205
"21962","930011","R",300
"21963","930012","R",901
"21964","930013","R",115
"21965","930014","R",62
"21966","930015","R",253
"21967","930016","R",68
"21968","950101","R",235
"21969","950102","R",58
"21970","950203","R",96
"21971","950204","R",67
"21972","950205","R",83
"21973","950306","R",169
"21974","950407","R",52
"21975","950408","R",144
"21976","970001","R",618
"21977","970002","R",93
"21978","970003","R",257
"21979","970004","R",276
"21980","970005","R",560
"21981","970006","R",288
"21982","970007","R",767
"21983","970008","R",530
"21984","970009","R",814
"21985","970010","R",1085
"21986","970011","R",1253
"21987","970012","R",448
"21988","970014","R",176
"21989","970015","R",153
"21990","970017","R",309
"21991","970018","R",1192
"21992","970019","R",247
"21993","970020","R",255
"21994","970021","R",847
"21995","970022","R",1223
"21996","970024","R",2
"21997","970025","R",3
"21998","970026","R",234
"21999","970027","R",85
"22000","970028","R",48
"22001","970030","R",90
"22002","970031","R",51
"22003","970033","R",272
"22004","970034","R",126
"22005","970035","R",278
"22006","970037","R",797
"22007","990101","R",1837
"22008","990102","R",677
"22009","990103","R",163
"22010","990104","R",1324
"22011","990205","R",1111
"22012","990206","R",508
"22013","990207","R",1152
"22014","990308","R",1775
"22015","990309","R",341
"22016","990310","R",336
"22017","990311","R",57
"22018","990412","R",1052
"22019","990413","R",1063
"22020","990414","R",235
"22021","990415","R",142
"22022","990416","R",633
"22023","1850001","D",161
"22024","1850002","D",49
"22025","1850003","D",414
"22026","1850004","D",124
"22027","1850005","D",179
"22028","1850006","D",312
"22029","1850007","D",101
"22030","1850008","D",51
"22031","1850009","D",39
"22032","1850010","D",104
"22033","1850011","D",15
"22034","1850012","D",118
"22035","1850014","D",180
"22036","1850015","D",45
"22037","2010114","D",0
"22038","2010137","D",465
"22039","2010245","D",1004
"22040","2010452","D",905
"22041","2010485","D",686
"22042","2010486","D",734
"22043","2010539","D",446
"22044","2010575","D",1067
"22045","2010672","D",676
"22046","2010735","D",127
"22047","2010788","D",1
"22048","2010851","D",821
"22049","2010878","D",225
"22050","2010897","D",595
"22051","2010903","D",456
"22052","2010915","D",0
"22053","2010916","D",514
"22054","2010926","D",231
"22055","2010955","D",1466
"22056","2010983","D",0
"22057","2010998","D",14
"22058","2250001","D",195
"22059","2250002","D",214
"22060","2250003","D",400
"22061","2250004","D",222
"22062","2250005","D",90
"22063","2250006","D",140
"22064","2250007","D",52
"22065","2250008","D",36
"22066","2250009","D",17
"22067","2250010","D",28
"22068","2250011","D",13
"22069","2250012","D",12
"22070","2250014","D",28
"22071","2250015","D",29
"22072","2250016","D",8
"22073","2250017","D",9
"22074","2250018","D",30
"22075","2250019","D",70
"22076","2250020","D",10
"22077","2250021","D",41
"22078","2250022","D",31
"22079","2890001","D",112
"22080","2890002","D",22
"22081","2890003","D",39
"22082","2890004","D",72
"22083","2890005","D",41
"22084","2890006","D",66
"22085","2890014","D",19
"22086","3130101","D",172
"22087","3130202","D",196
"22088","3130303","D",269
"22089","3130404","D",95
"22090","3390001","D",331
"22091","3390002","D",282
"22092","3390003","D",1022
"22093","3390004","D",445
"22094","3390005","D",20
"22095","3390006","D",671
"22096","3390007","D",173
"22097","3390008","D",189
"22098","3390009","D",156
"22099","3390010","D",657
"22100","3390011","D",188
"22101","3390012","D",209
"22102","3390013","D",428
"22103","3390014","D",577
"22104","3390015","D",505
"22105","3390016","D",223
"22106","3390017","D",274
"22107","3390018A","D",446
"22108","3390018B","D",0
"22109","3390019","D",309
"22110","3390020","D",339
"22111","3390021","D",514
"22112","3390022","D",431
"22113","3390023","D",440
"22114","3390024","D",413
"22115","3390025","D",217
"22116","3390026","D",192
"22117","3390027","D",583
"22118","3390028","D",245
"22119","3390029A","D",308
"22120","3390029B","D",19
"22121","3390029C","D",33
"22122","3390030A","D",304
"22123","3390030B","D",7
"22124","3390030C","D",16
"22125","3390030D","D",11
"22126","3390031","D",784
"22127","3390032","D",646
"22128","3390033","D",571
"22129","3390034","D",727
"22130","3390035","D",732
"22131","3390036","D",283
"22132","3390037","D",309
"22133","3390038A","D",402
"22134","3390038B","D",1
"22135","3390038C","D",7
"22136","3390038D","D",3
"22137","3390038E","D",0
"22138","3390038F","D",3
"22139","3390039","D",330
"22140","3390040","D",629
"22141","3390041","D",204
"22142","3390042","D",40
"22143","3390043","D",484
"22144","3390044","D",360
"22145","3390045","D",446
"22146","3390046","D",972
"22147","3390047","D",805
"22148","3390048","D",450
"22149","3390049","D",480
"22150","3390050","D",322
"22151","3390051","D",371
"22152","3390052","D",283
"22153","3390053","D",389
"22154","3390054","D",150
"22155","3390055","D",111
"22156","3390056","D",523
"22157","3390057","D",248
"22158","3390058","D",389
"22159","3390059","D",272
"22160","3390060","D",286
"22161","3390061","D",1045
"22162","3390062","D",557
"22163","3390063","D",494
"22164","3390064","D",195
"22165","3390065","D",403
"22166","3390066","D",297
"22167","3390067","D",570
"22168","3390068","D",686
"22169","3390069","D",872
"22170","3390070","D",544
"22171","3390071","D",810
"22172","3390072","D",342
"22173","3390073","D",262
"22174","3390074","D",277
"22175","3390075","D",1127
"22176","3390076","D",418
"22177","3390077","D",399
"22178","3390078","D",887
"22179","3390079","D",400
"22180","3390080","D",774
"22181","3390081","D",741
"22182","3390082","D",771
"22183","3390083","D",99
"22184","3390084","D",921
"22185","3390085","D",283
"22186","3390086","D",461
"22187","3390087","D",562
"22188","3390088A","D",1144
"22189","3390088B","D",34
"22190","3390089A","D",557
"22191","3390089B","D",7
"22192","3390089C","D",0
"22193","3390090","D",426
"22194","3390090B","D",0
"22195","3390090C","D",1
"22196","3390091A","D",97
"22197","3390092","D",896
"22198","3390093","D",429
"22199","3390094","D",246
"22200","3390095","D",738
"22201","3390096A","D",758
"22202","3390096B","D",0
"22203","3390096C","D",40
"22204","4070001","D",290
"22205","4070002","D",298
"22206","4070003","D",117
"22207","4070004","D",25
"22208","4070005","D",115
"22209","4070006","D",198
"22210","4070007","D",287
"22211","4070008","D",116
"22212","4070010","D",42
"22213","4070013","D",56
"22214","4070014","D",96
"22215","4550001","D",58
"22216","4550002","D",41
"22217","4550003","D",38
"22218","4550004","D",19
"22219","4550005","D",26
"22220","4550006","D",11
"22221","4550007","D",13
"22222","4550008","D",26
"22223","4550009","D",42
"22224","4550010","D",22
"22225","4550011","D",147
"22226","4550012","D",10
"22227","4550014","D",49
"22228","4550015","D",6
"22229","4550016","D",53
"22230","4550017","D",155
"22231","4550018","D",43
"22232","4550019","D",102
"22233","4550020","D",12
"22234","4550021","D",25
"22235","4710101","D",150
"22236","4710102","D",859
"22237","4710103","D",242
"22238","4710104","D",174
"22239","4710201","D",515
"22240","4710203","D",59
"22241","4710204","D",401
"22242","4710205","D",357
"22243","4710206","D",240
"22244","4710301","D",729
"22245","4710302","D",76
"22246","4710303","D",78
"22247","4710304","D",367
"22248","4710401","D",751
"22249","4710403","D",183
"22250","4710404","D",346
"22251","1850001","I",11
"22252","1850002","I",6
"22253","1850003","I",13
"22254","1850004","I",8
"22255","1850005","I",8
"22256","1850006","I",14
"22257","1850007","I",8
"22258","1850008","I",4
"22259","1850009","I",3
"22260","1850010","I",19
"22261","1850011","I",6
"22262","1850012","I",8
"22263","1850014","I",25
"22264","1850015","I",5
"22265","2010114","I",0
"22266","2010137","I",22
"22267","2010245","I",46
"22268","2010452","I",56
"22269","2010485","I",39
"22270","2010486","I",42
"22271","2010539","I",10
"22272","2010575","I",37
"22273","2010672","I",33
"22274","2010735","I",3
"22275","2010788","I",0
"22276","2010851","I",39
"22277","2010878","I",10
"22278","2010897","I",20
"22279","2010903","I",16
"22280","2010915","I",0
"22281","2010916","I",39
"22282","2010926","I",10
"22283","2010955","I",52
"22284","2010983","I",0
"22285","2010998","I",2
"22286","2250001","I",4
"22287","2250002","I",3
"22288","2250003","I",5
"22289","2250004","I",15
"22290","2250005","I",6
"22291","2250006","I",2
"22292","2250007","I",7
"22293","2250008","I",0
"22294","2250009","I",4
"22295","2250010","I",4
"22296","2250011","I",2
"22297","2250012","I",0
"22298","2250014","I",0
"22299","2250015","I",2
"22300","2250016","I",2
"22301","2250017","I",0
"22302","2250018","I",1
"22303","2250019","I",3
"22304","2250020","I",3
"22305","2250021","I",2
"22306","2250022","I",2
"22307","2890001","I",6
"22308","2890002","I",1
"22309","2890003","I",2
"22310","2890004","I",0
"22311","2890005","I",6
"22312","2890006","I",2
"22313","2890014","I",4
"22314","3130101","I",12
"22315","3130202","I",3
"22316","3130303","I",3
"22317","3130404","I",14
"22318","3390001","I",23
"22319","3390002","I",20
"22320","3390003","I",51
"22321","3390004","I",31
"22322","3390005","I",1
"22323","3390006","I",23
"22324","3390007","I",10
"22325","3390008","I",21
"22326","3390009","I",9
"22327","3390010","I",17
"22328","3390011","I",22
"22329","3390012","I",16
"22330","3390013","I",41
"22331","3390014","I",37
"22332","3390015","I",54
