DISTRICT_N,REGION,NEW
100908,5,5
100908,5,5
100905,5,5
100905,5,5
100905,5,5
137904,2,2
137904,2,2
137904,2,2
137903,2,2
137903,2,2
137902,2,2
137902,2,2
137901,2,2
137901,2,2
178915,2,2
178915,2,2
178909,2,2
178909,2,2
178914,2,2
178914,2,2
178905,2,2
178905,2,2
178903,2,2
178903,2,2
178902,2,2
178902,2,2
178913,2,2
178913,2,2
178901,2,2
178901,2,2
125903,2,2
125903,2,2
125903,2,2
125906,2,2
125906,2,2
125906,2,2
125902,2,2
125902,2,2
125902,2,2
125901,2,2
125901,2,2
125901,2,2
178908,2,2
178908,2,2
13902,2,2
13902,2,2
13902,2,2
149902,2,2
149902,2,2
149902,2,2
13905,2,2
13905,2,2
13905,2,2
13903,2,2
13903,2,2
13903,2,2
205904,2,2
205904,2,2
205904,2,2
13901,2,2
13901,2,2
13901,2,2
149901,2,2
149901,2,2
149901,2,2
178906,2,2
178906,2,2
66005,2,2
66005,2,2
66005,2,2
66902,2,2
66902,2,2
66902,2,2
125905,2,2
125905,2,2
125905,2,2
66903,2,2
66903,2,2
66903,2,2
162904,2,2
162904,2,2
162904,2,2
66901,2,2
66901,2,2
66901,2,2
24901,2,2
24901,2,2
24901,2,2
131001,2,2
131001,2,2
131001,2,2
205903,2,2
205903,2,2
205901,2,2
205901,2,2
4901,2,2
4901,2,2
205907,2,2
205907,2,2
205906,2,2
205906,2,2
205905,2,2
205905,2,2
205902,2,2
205902,2,2
178912,2,2
178912,2,2
178904,2,2
178904,2,2
230903,7,7
230903,7,7
230903,7,7
210903,7,7
210903,7,7
210903,7,7
201904,7,7
201904,7,7
201904,7,7
201908,7,7
201908,7,7
201908,7,7
201907,7,7
201907,7,7
201907,7,7
201903,7,7
201903,7,7
201903,7,7
201902,7,7
201902,7,7
201902,7,7
174903,7,7
174903,7,7
174903,7,7
174902,7,7
174902,7,7
174902,7,7
92902,7,7
92902,7,7
92902,7,7
201910,7,7
201910,7,7
201910,7,7
37907,7,7
37907,7,7
37907,7,7
102903,7,7
102903,7,7
102903,7,7
230906,7,7
230906,7,7
230906,7,7
102902,7,7
102902,7,7
102902,7,7
102901,7,7
102901,7,7
102901,7,7
102905,7,7
102905,7,7
102905,7,7
102904,7,7
102904,7,7
102904,7,7
102906,7,7
102906,7,7
102906,7,7
250907,7,7
250907,7,7
250907,7,7
174906,7,7
174906,7,7
174906,7,7
174904,7,7
174904,7,7
174904,7,7
174909,7,7
174909,7,7
174909,7,7
174911,7,7
174911,7,7
174911,7,7
174908,7,7
174908,7,7
174908,7,7
212910,7,7
212910,7,7
212910,7,7
212909,7,7
212909,7,7
212909,7,7
210905,7,7
210905,7,7
210905,7,7
210906,7,7
210906,7,7
210906,7,7
210901,7,7
210901,7,7
210901,7,7
250904,7,7
250904,7,7
250904,7,7
250903,7,7
250903,7,7
250903,7,7
250902,7,7
250902,7,7
250902,7,7
230902,7,7
230902,7,7
230902,7,7
234906,7,7
234906,7,7
234906,7,7
234905,7,7
234905,7,7
212903,7,7
212903,7,7
212903,7,7
107905,7,7
107905,7,7
92908,7,7
92908,7,7
92908,7,7
92907,7,7
92907,7,7
92907,7,7
92906,7,7
92906,7,7
92906,7,7
92904,7,7
92904,7,7
92904,7,7
92903,7,7
92903,7,7
92903,7,7
92901,7,7
92901,7,7
92901,7,7
107907,7,7
107907,7,7
107907,7,7
107908,7,7
107908,7,7
107906,7,7
107906,7,7
107906,7,7
107904,7,7
107904,7,7
107904,7,7
183904,7,7
183904,7,7
183904,7,7
183902,7,7
183902,7,7
183902,7,7
183901,7,7
183901,7,7
183901,7,7
210904,7,7
210904,7,7
210904,7,7
210902,7,7
210902,7,7
210902,7,7
3903,7,7
3903,7,7
3903,7,7
3904,7,7
3904,7,7
3904,7,7
3902,7,7
3902,7,7
3902,7,7
3907,7,7
3907,7,7
3907,7,7
37909,7,7
37909,7,7
37909,7,7
1908,7,7
1908,7,7
1908,7,7
1909,7,7
1909,7,7
1909,7,7
1907,7,7
1907,7,7
1906,7,7
1906,7,7
107910,7,7
107910,7,7
1903,7,7
1903,7,7
1903,7,7
1902,7,7
1902,7,7
1902,7,7
107901,7,7
107901,7,7
37901,7,7
37901,7,7
37901,7,7
230904,7,7
230904,7,7
230904,7,7
230908,7,7
230908,7,7
230908,7,7
230905,7,7
230905,7,7
230905,7,7
230901,7,7
230901,7,7
230901,7,7
202903,7,7
202903,7,7
202903,7,7
203902,7,7
203902,7,7
203902,7,7
202905,7,7
202905,7,7
202905,7,7
174910,7,7
174910,7,7
174910,7,7
174901,7,7
174901,7,7
174901,7,7
203901,7,7
203901,7,7
203901,7,7
3905,7,7
3905,7,7
3905,7,7
3906,7,7
3906,7,7
3906,7,7
201914,7,7
201914,7,7
201914,7,7
201913,7,7
201913,7,7
201913,7,7
212901,7,7
212901,7,7
212901,7,7
37908,7,7
37908,7,7
37908,7,7
212902,7,7
212902,7,7
212902,7,7
212906,7,7
212906,7,7
212906,7,7
212905,7,7
212905,7,7
212905,7,7
107902,7,7
107902,7,7
107902,7,7
1904,7,7
1904,7,7
212904,7,7
212904,7,7
212904,7,7
37904,7,7
37904,7,7
250905,7,7
250905,7,7
250906,7,7
250906,7,7
250906,7,7
234904,7,7
234904,7,7
234904,7,7
234909,7,7
234909,7,7
234903,7,7
234903,7,7
190903,7,7
190903,7,7
155901,8,8
155901,8,8
155901,8,8
34902,8,8
34902,8,8
112908,8,8
112908,8,8
112909,8,8
112909,8,8
19907,8,8
19907,8,8
19909,8,8
19909,8,8
19906,8,8
19906,8,8
19911,8,8
19911,8,8
19912,8,8
19912,8,8
19905,8,8
19905,8,8
19903,8,8
19903,8,8
19910,8,8
19910,8,8
19908,8,8
19908,8,8
19914,8,8
19914,8,8
19913,8,8
19913,8,8
19902,8,8
19902,8,8
19901,8,8
19901,8,8
34907,8,8
34907,8,8
34906,8,8
34906,8,8
34905,8,8
34905,8,8
34903,8,8
34903,8,8
34909,8,8
34909,8,8
34901,8,8
34901,8,8
194905,8,8
194905,8,8
225902,8,8
225902,8,8
172902,8,8
172902,8,8
225906,8,8
225906,8,8
172905,8,8
172905,8,8
194902,8,8
194902,8,8
32902,8,8
32902,8,8
32902,8,8
225907,8,8
225907,8,8
80901,8,8
80901,8,8
80901,8,8
194903,8,8
194903,8,8
194904,8,8
194904,8,8
139909,8,8
139909,8,8
139911,8,8
139911,8,8
112910,8,8
112910,8,8
139912,8,8
139912,8,8
139905,8,8
139905,8,8
112905,8,8
112905,8,8
112901,8,8
112901,8,8
112906,8,8
112906,8,8
60902,8,8
60902,8,8
112907,8,8
112907,8,8
60914,8,8
60914,8,8
195901,18,18
195901,18,18
195901,18,18
195902,18,18
195902,18,18
195902,18,18
222901,18,18
222901,18,18
222901,18,18
231902,18,18
231902,18,18
231902,18,18
231901,18,18
231901,18,18
231901,18,18
189902,18,18
189902,18,18
189902,18,18
189901,18,18
189901,18,18
189901,18,18
238902,18,18
238902,18,18
238902,18,18
238904,18,18
238904,18,18
238904,18,18
156905,18,18
156905,18,18
52901,18,18
52901,18,18
52901,18,18
55901,18,18
55901,18,18
55901,18,18
165901,18,18
165901,18,18
165901,18,18
165902,18,18
165902,18,18
122902,18,18
122902,18,18
122902,18,18
122901,18,18
122901,18,18
122901,18,18
114902,18,18
114902,18,18
114901,18,18
114901,18,18
114904,18,18
114904,18,18
156902,18,18
156902,18,18
22004,18,18
22004,18,18
22004,18,18
22903,18,18
22903,18,18
22903,18,18
22902,18,18
22902,18,18
22902,18,18
22901,18,18
22901,18,18
22901,18,18
192901,18,18
192901,18,18
192901,18,18
87901,18,18
87901,18,18
87901,18,18
186903,18,18
186903,18,18
186903,18,18
186902,18,18
186902,18,18
186902,18,18
186901,18,18
186901,18,18
186901,18,18
248901,18,18
248901,18,18
248901,18,18
248902,18,18
248902,18,18
248902,18,18
68901,18,18
68901,18,18
68901,18,18
2901,18,18
2901,18,18
2901,18,18
200906,15,15
200906,15,15
200904,15,15
200904,15,15
200902,15,15
200902,15,15
200901,15,15
200901,15,15
41901,15,15
41901,15,15
226905,15,15
226905,15,15
41902,15,15
41902,15,15
53001,15,15
53001,15,15
53001,15,15
218901,15,15
218901,15,15
218901,15,15
25906,15,15
25906,15,15
25905,15,15
25905,15,15
25904,15,15
25904,15,15
25901,15,15
25901,15,15
226906,15,15
226906,15,15
226906,15,15
226908,15,15
226908,15,15
226903,15,15
226903,15,15
226907,15,15
226907,15,15
226901,15,15
226901,15,15
226901,15,15
25909,15,15
25909,15,15
25902,15,15
25902,15,15
233901,15,15
233901,15,15
233901,15,15
233903,15,15
233903,15,15
233903,15,15
216901,15,15
216901,15,15
207901,15,15
207901,15,15
207901,15,15
69902,15,15
69902,15,15
69902,15,15
206901,15,15
206901,15,15
206901,15,15
206903,15,15
206903,15,15
118902,15,15
118902,15,15
118902,15,15
42901,15,15
42901,15,15
69901,15,15
69901,15,15
69901,15,15
134901,15,15
134901,15,15
134901,15,15
25908,15,15
25908,15,15
42903,15,15
42903,15,15
160901,15,15
160901,15,15
42905,15,15
42905,15,15
164901,15,15
164901,15,15
164901,15,15
157901,15,15
157901,15,15
157901,15,15
48901,15,15
48901,15,15
48901,15,15
160904,15,15
160904,15,15
160905,15,15
160905,15,15
206902,15,15
206902,15,15
48903,15,15
48903,15,15
82902,20,27
82902,20,27
82902,20,27
247901,20,27
247901,20,27
247901,20,27
254902,20,27
254902,20,27
254902,20,27
254901,20,27
254901,20,27
254901,20,27
136901,20,20
136901,20,20
136901,20,20
232901,20,20
232901,20,20
232901,20,20
247903,20,27
247903,20,27
247903,20,27
7905,20,27
7905,20,27
7905,20,27
7902,20,27
7902,20,27
7902,20,27
247906,20,27
247906,20,27
247906,20,27
247904,20,27
247904,20,27
247904,20,27
15906,20,27
15906,20,27
15906,20,27
15917,20,27
15917,20,27
15917,20,27
15904,20,27
15904,20,27
15904,20,27
15911,20,27
15911,20,27
15911,20,27
15914,20,27
15914,20,27
15914,20,27
15901,20,27
15901,20,27
15901,20,27
15908,20,27
15908,20,27
15908,20,27
64903,20,27
64903,20,27
64903,20,27
159901,20,27
159901,20,27
159901,20,27
142901,20,27
142901,20,27
142901,20,27
193902,20,20
193902,20,20
193902,20,20
133905,20,20
133905,20,20
133905,20,20
133903,20,20
133903,20,20
133903,20,20
133904,20,20
133904,20,20
133904,20,20
133902,20,20
133902,20,20
133902,20,20
133901,20,20
133901,20,20
133901,20,20
15916,20,27
15916,20,27
15916,20,27
232902,20,20
232902,20,20
232902,20,20
232903,20,20
232903,20,20
232903,20,20
232904,20,20
232904,20,20
232904,20,20
10901,20,20
10901,20,20
10901,20,20
15909,20,27
15909,20,27
15909,20,27
163902,20,20
163902,20,20
163902,20,20
7901,20,27
7901,20,27
7901,20,27
82903,20,27
82903,20,27
82903,20,27
163904,20,20
163904,20,20
163904,20,20
15915,20,20
15915,20,20
15915,20,20
15912,20,27
15912,20,27
15912,20,27
10902,20,20
10902,20,20
10902,20,20
130901,20,20
130901,20,20
130901,20,20
15910,20,27
15910,20,27
15910,20,27
15905,20,20
15905,20,20
15905,20,20
15907,20,27
15907,20,27
15907,20,27
15913,20,20
15913,20,20
15913,20,20
163903,20,20
163903,20,20
163903,20,20
7906,20,27
7906,20,27
7906,20,27
7904,20,27
7904,20,27
7904,20,27
163901,20,20
163901,20,20
163901,20,20
163908,20,20
163908,20,20
163908,20,20
127906,14,14
127906,14,14
104907,14,14
104907,14,14
221904,14,14
221904,14,14
127901,14,14
127901,14,14
221905,14,14
221905,14,14
76903,14,14
76903,14,14
127903,14,14
127903,14,14
177902,14,14
177902,14,14
76904,14,14
76904,14,14
177901,14,14
177901,14,14
208901,14,14
208901,14,14
67907,14,14
67907,14,14
67903,14,14
67903,14,14
30901,14,14
30901,14,14
67902,14,14
67902,14,14
67908,14,14
67908,14,14
67904,14,14
67904,14,14
47902,14,14
47902,14,14
177903,14,14
177903,14,14
104901,14,14
104901,14,14
104903,14,14
104903,14,14
208902,14,14
208902,14,14
47905,14,14
47905,14,14
47903,14,14
47903,14,14
47903,14,14
47901,14,14
47901,14,14
168903,14,14
168903,14,14
168902,14,14
