"","PCTKEY","DISTRICT_N","intesecting"
"3113","1610012","145907",0.480599340426344
"3114","1610012","81902",0.519400659571637
"3115","1610012","1908",0
"3116","1610012","1902",0
"3117","1610013","81906",0.571961163643289
"3118","1610013","81902",0.0822092853010681
"3119","1610013","145901",0.345829551056301
"3120","1610014","81906",0.414964706747448
"3121","1610014","145907",0.0290953344444746
"3122","1610014","81902",0.0278885561857172
"3123","1610014","145901",0.528051402622945
"3124","1610015","81905",0.00818090222741657
"3125","1610015","81902",0.889181413664242
"3126","1610015","175903",0.102637684108382
"3127","1630001","82903",1.00000000000003
"3128","1630002","82902",0.236429174748346
"3129","1630002","82903",0.762956487987334
"3130","1630002","163904",0.000614337263033861
"3131","1630003","82903",1.00000000000197
"3132","1630004","82902",0
"3133","1630004","142901",0
"3134","1630004","7901",0
"3135","1630004","82903",1.00000000000057
"3136","1630005","7901",0.119466781015757
"3137","1630005","82903",0.51761582470134
"3138","1630005","7906",0
"3139","1630005","163901",0.362917394282191
"3140","1630006","82903",0.914664699718459
"3141","1630006","163904",0.0853353002806787
"3142","1630006","163901",0
"3143","1630008","82902",0.0101356249541194
"3144","1630008","254901",0
"3145","1630008","232902",0
"3146","1630008","232903",0
"3147","1630008","163902",1.36526538979569e-11
"3148","1630008","82903",0.716726002397468
"3149","1630008","163904",0.273138372591574
"3150","1630009","82902",1.00000000000017
"3151","1630009","142901",0
"3152","1630009","82903",0
"3153","1630010","82902",0.946035260048257
"3154","1630010","254901",0
"3155","1630010","64903",0
"3156","1630010","82903",0.0539647399522852
"3157","1650002","83903",1.00000000000049
"3158","1650002","83901",0
"3159","1650003","83903",0.999999999999764
"3160","1650003","2901",0
"3161","1650004","58905",0
"3162","1650004","83903",1.00000000000016
"3163","1650004","2901",0
"3164","1650005","58902",0
"3165","1650005","58905",0
"3166","1650005","223904",0.0132782853944031
"3167","1650005","83902",0.802954327099688
"3168","1650005","83903",0.183767387505433
"3169","1650005","83901",0
"3170","1650006","83903",0.733460749733345
"3171","1650006","251901",0
"3172","1650006","83901",0.266539250265506
"3173","1650007","83901",1.00000000000208
"3174","1650008","83902",0.129792284433246
"3175","1650008","83903",0.401425886346954
"3176","1650008","83901",0.468781829220006
"3177","1650009","83903",1.00000000000083
"3178","1670103","84903",0.701850465446203
"3179","1670103","36903",0
"3180","1670103","84902",0.298149534553882
"3181","1670103","36901",8.79325971023371e-13
"3182","1670104","84906",0.00391161039839389
"3183","1670104","84902",0.992833533544895
"3184","1670104","84901",0.0032548560573119
"3185","1670104","36901",2.59722858095266e-13
"3186","1670105","84906",0.105399385149974
"3187","1670105","84902",0.894600614851484
"3188","1670142","84906",1.00000000000044
"3189","1670144","84901",0.999999999999096
"3190","1670146","84906",0.958703516001131
"3191","1670146","84901",0.041296483998118
"3192","1670148","84906",0.999999999998794
"3193","1670150","84906",0.999999999999587
"3194","1670150","84901",0
"3195","1670151","84906",0
"3196","1670151","36902",0
"3197","1670151","84901",1.00000000000004
"3198","1670151","36901",0
"3199","1670152","84910",0.999999999999175
"3200","1670159","36902",2.30530435059352e-10
"3201","1670159","84901",0.757671739112591
"3202","1670159","84910",0.242328260657301
"3203","1670165","84901",0.122572859715269
"3204","1670165","84910",0.87742714028533
"3205","1670166","36902",0
"3206","1670166","84910",0.999999999999929
"3207","1670167","84910",1.0000000000001
"3208","1670168","84906",0.484052934107048
"3209","1670168","84902",0.00615157189190248
"3210","1670168","84901",0.509795493999768
"3211","1670168","36901",0
"3212","1670169","84906",0.804940132045972
"3213","1670169","84901",0.195059867953648
"3214","1670170","84910",0.999999999999533
"3215","1670172","84906",0.252151514608301
"3216","1670172","84901",0.747848485390944
"3217","1670192","84901",1.00000000000031
"3218","1670193","84910",0.999999999999954
"3219","1670197","84901",0.976016976769719
"3220","1670197","84910",0.023983023231895
"3221","1670218","84902",1.00000000000029
"3222","1670219","84906",0.0204328288903049
"3223","1670219","84909",0.222428920660655
"3224","1670219","84908",0.622284242318563
"3225","1670219","84901",0.134854008128917
"3226","1670220","84909",0.42228274877458
"3227","1670220","84901",0.46119379293572
"3228","1670220","84910",0.116523458290643
"3229","1670221","84906",3.8427438529104e-06
"3230","1670221","20905",0
"3231","1670221","20902",0
"3232","1670221","84908",0.0576703880118206
"3233","1670221","84902",0.942325769243651
"3234","1670223","84906",0
"3235","1670223","84902",0.99999999999992
"3236","1670224","84902",0.999999999999738
"3237","1670225","84906",0.391309215056471
"3238","1670225","84908",0.608690784944225
"3239","1670226","84906",0.00137983106119024
"3240","1670226","20901",2.70207095250333e-11
"3241","1670226","20902",0
"3242","1670226","84909",0.0764630196128722
"3243","1670226","84908",0.922157149296755
"3244","1670227","84909",1.00000000000075
"3245","1670227","84908",0
"3246","1670227","84901",0
"3247","1670228","84909",0.999400090321476
"3248","1670228","84901",0.000599909678703184
"3249","1670232","84906",0.923019714398749
"3250","1670232","84908",0.0769802856020497
"3251","1670258","20901",0
"3252","1670258","84909",0.999999999999079
"3253","1670263","84909",0.000556809364392203
"3254","1670263","84911",0.00293461705659333
"3255","1670263","84910",0.996508573579526
"3256","1670274","84902",0.9999999999984
"3257","1670275","84902",0.999999999998452
"3258","1670276","84906",0.0394419596777704
"3259","1670276","84908",0.0013700598595224
"3260","1670276","84902",0.959187980464045
"3261","1670277","84909",0.980181753082261
"3262","1670277","84908",0.0198182469186515
"3263","1670278","84909",0.999999999999515
"3264","1670279","20901",0
"3265","1670279","84909",0.999939286768114
"3266","1670279","84901",6.07132311521757e-05
"3267","1670280","84909",1.2863807149501e-05
"3268","1670280","84901",0.999987136196573
"3269","1670281","84901",1.00000000000057
"3270","1670283","84909",0.328509816522615
"3271","1670283","84901",0.671490183476612
"3272","1670301","84901",1.00000000000276
"3273","1670306","84902",0.999999999988464
"3274","1670309","84902",0.999999999999949
"3275","1670311","84906",0.28171770584948
"3276","1670311","84902",0.718282294150284
"3277","1670312","84906",0.0182516069330455
"3278","1670312","84908",0
"3279","1670312","84901",0.981748393064503
"3280","1670314","84902",1.00000000000198
"3281","1670315","84902",0.99999999999912
"3282","1670316","84902",0.999999999998303
"3283","1670330","84906",0.99999999999996
"3284","1670331","84906",0.979683791803673
"3285","1670331","84908",0.0203162081955009
"3286","1670334","84906",0.0102700478588966
"3287","1670334","84908",0.989729952144269
"3288","1670336","84906",1.00000000000019
"3289","1670338","84906",0.431334901179724
"3290","1670338","84908",0
"3291","1670338","84901",0.568665098819857
"3292","1670340","84901",0.999999999998854
"3293","1670341","84901",1.00000000000143
"3294","1670343","84906",0.999999999999412
"3295","1670345","84906",1.00000000000062
"3296","1670345","84902",0
"3297","1670347","84906",0.999999999998798
"3298","1670389","84901",0.999999999998084
"3299","1670391","84901",0.99999999999844
"3300","1670394","84901",1.00000000000054
"3301","1670398","84901",0.999999999999988
"3302","1670399","84901",0.999785082987685
"3303","1670399","84910",0.000214917012773003
"3304","1670401","84911",0.015592946492795
"3305","1670401","84910",0.984407053506708
"3306","1670439","84901",0.999999999999682
"3307","1670453","84901",0.335531518767495
"3308","1670453","84910",0.664468481232117
"3309","1670454","84901",0.0479794928447931
"3310","1670454","84910",0.952020507154701
"3311","1670455","84910",0.99999999999805
"3312","1670456","84911",1.00000000000131
"3313","1670456","84910",0
"3314","1670457","20908",0
"3315","1670457","84911",1.0000000000006
"3316","1670457","84910",0
"3317","1670460","20908",2.94196947372338e-11
"3318","1670460","84911",0.999999999970486
"3319","1670461","20901",0.000579162222591661
"3320","1670461","20908",0.000898089194227845
"3321","1670461","84909",8.66304514904533e-10
"3322","1670461","84911",0.997873906264197
"3323","1670461","84910",0.000648841454791375
"3324","1670462","84911",0.99669674430575
"3325","1670462","84910",0.00330325569396
"3326","1670464","84911",0
"3327","1670464","84910",1.00000000000067
"3328","1670471","84901",0.386122862598908
"3329","1670471","84910",0.61387713740143
"3330","1670482","20901",0
"3331","1670482","84909",0.823743863291387
"3332","1670482","84911",0.00223009813765686
"3333","1670482","84910",0.17402603856901
"3334","1670487","84901",0.0112138450635178
"3335","1670487","84910",0.98878615493687
"3336","1670488","84910",1.00000000000041
"3337","1670490","84901",0.00157127217447628
"3338","1670490","84910",0.998428727826291
"3339","1671051","84902",0.999999999757521
"3340","1671651","84901",0.999999999999712
"3341","1671651","84910",0
"3342","1672321","84906",1.00000000000177
"3343","1672321","84908",0
"3344","1672322","84906",0.674117266696098
"3345","1672322","84908",0.32588273330471
"3346","1672323","84906",1.000000000001
"3347","1672801","84901",0.999999999996872
"3348","1673061","84902",0.999999999998754
"3349","1673301","84906",1.00000000000123
"3350","1673311","84908",1.00000000000097
"3351","1674391","84901",1.00000000000136
"3352","1690001","85902",0.848159263596597
"3353","1690001","85903",0.151840736403601
"3354","1690002","85902",0.999999999921076
"3355","1690002","153904",0
"3356","1690002","153903",0
"3357","1690002","17901",7.96952874804137e-11
"3358","1690003","63903",0
"3359","1690003","85902",0.769535355731241
"3360","1690003","132902",0
"3361","1690003","54903",0
"3362","1690003","54901",0.147156571269888
"3363","1690003","85903",0.0833080729984707
"3364","1690003","54902",0
"3365","1690004","85902",1.00000000000081
"3366","1690004","132902",0
"3367","1690005","85902",0.121119236458049
"3368","1690005","85903",0.878880763540677
"3369","1690005","54902",0
"3370","1690006","85902",0.999999999841525
"3371","1690006","132902",0
"3372","1690006","208902",0
"3373","1690006","17901",1.59223572382931e-10
"3374","170001","185904",0
"3375","170001","9901",0.912337738286992
"3376","170001","140908",0.0876622617131486
"3377","170001","185902",0
"3378","170002","9901",0.841881802316277
"3379","170002","140908",0.0335027577892347
"3380","170002","185902",0.124615439894941
"3381","170003","40901",0
"3382","170003","9901",0.233726983661322
"3383","170003","140908",0.766273016338371
"3384","170004","140904",0
"3385","170004","40902",0
"3386","170004","40901",0
"3387","170004","9901",0.200610388887748
"3388","170004","140908",0.799389611111686
"3389","1710001","86901",1.00000000000039
"3390","1710002","86901",1.00000000000087
"3391","1710003","86901",1.00000000000071
"3392","1710004","86901",1.00000000000072
"3393","1710005","86024",0.0299364221462133
"3394","1710005","86902",0.964140732823256
"3395","1710005","86901",0.00592284503018113
"3396","1710005","133904",0
"3397","1710006","16901",0
"3398","1710006","86901",1.00000000000088
"3399","1710006","16902",0
"3400","1710007","133903",0
"3401","1710007","86902",0
"3402","1710007","86901",1.0000000000006
"3403","1710007","130902",0
"3404","1710008","150901",0
"3405","1710008","16901",0
"3406","1710008","86901",1.00000000000172
"3407","1710009","86024",0.938776285968867
"3408","1710009","86902",0.0610531638681465
"3409","1710009","86901",0.000170550163973538
"3410","1710009","157901",0
"3411","1710010","86902",0.167385985871763
"3412","1710010","86901",0.832614014130953
"3413","1710012","150901",0
"3414","1710012","16901",0
"3415","1710012","86901",1.00000000000048
"3416","1710013","150901",0
"3417","1710013","86024",0.0767057546679751
"3418","1710013","86902",0.0168137173147577
"3419","1710013","86901",0.906480528016273
"3420","1710013","157901",0
"3421","1710015","133903",0
"3422","1710015","86902",0.383571869868189
"3423","1710015","86901",0.616428130128268
"3424","1710015","133904",0
"3425","1730001","231902",0
"3426","1730001","165901",8.67449037576625e-12
"3427","1730001","165902",1.81896584425784e-12
"3428","1730001","192901",0
"3429","1730001","87901",0.999999999989676
"3430","1730002","192901",0
"3431","1730002","87901",1.00000000000063
"3432","1730002","216901",0
"3433","1730003","114904",0
"3434","1730003","156902",0
"3435","1730003","87901",0.999999999999719
"3436","1730003","216901",0
"3437","1730004","165902",0
"3438","1730004","156902",0
"3439","1730004","87901",0.999999999999578
"3440","1750011","235902",0
"3441","1750011","196903",0
"3442","1750011","13901",0
"3443","1750011","88902",1.0000000000004
"3444","1750012","235902",0
"3445","1750012","88902",1.00000000000004
"3446","1750021","88902",1.00000000000118
"3447","1750022","13903",0
"3448","1750022","13901",0
"3449","1750022","88902",0.99999999999908
"3450","1750031","128903",0
"3451","1750031","13903",0
"3452","1750031","88902",1.00000000000127
"3453","1750032","128903",0
"3454","1750032","62906",0
"3455","1750032","62904",0
"3456","1750032","62902",0
"3457","1750032","88902",1.0000000000018
"3458","1750041","62906",0
"3459","1750041","62904",0
"3460","1750041","88902",1.00000000000241
"3461","1750042","235902",0
"3462","1750042","62906",0
"3463","1750042","88902",0.999999999999885
"3464","1750043","235902",0
"3465","1750043","88902",1.00000000000306
"3466","1770001","143903",0.12750986996286
"3467","1770001","62903",0.0781777043615763
"3468","1770001","62901",3.92037922913159e-12
"3469","1770001","89901",0.794312425670905
"3470","1770002","89905",0.134493540009738
"3471","1770002","89901",0.8655064599924
"3472","1770003","89901",0.999999999999107
"3473","1770005","89903",0.422550996145171
"3474","1770005","89901",0.577449003854834
"3475","1770005","28903",0
"3476","1770005","94901",0
"3477","1770007","89901",1.00000000000008
"3478","1770007","28903",0
"3479","1770008","89905",0.130507766375834
"3480","1770008","89901",0.869492233627282
"3481","1770009","143902",0.110054657258119
"3482","1770009","75901",0
"3483","1770009","89905",0.870622515804534
"3484","1770009","89901",0.0193228269364184
"3485","1770010","89903",0.982645660789651
"3486","1770010","62904",0
"3487","1770010","62905",0
"3488","1770010","62901",0
"3489","1770010","128901",0
"3490","1770010","89901",0.0173543392093755
"3491","1770011","143903",0.22736251522927
"3492","1770011","143902",0.317190177005085
"3493","1770011","89905",0.0722066763479918
"3494","1770011","89901",0.383240631417827
"3495","1770012","89901",1.0000000000013
"3496","1770013","89903",0.682256211014227
"3497","1770013","89901",0.317743788982466
"3498","1770014","89903",0
"3499","1770014","62905",1.55386984793806e-11
"3500","1770014","62901",0.42160406861874
"3501","1770014","89901",0.578395931365635
"3502","1770015","89903",0.0283164676694948
"3503","1770015","89901",0.971683532330432
"3504","17704/6","89903",1.00000000000053
"3505","17704/6","94901",0
"3506","1790001","90904",0.352194410848969
"3507","1790001","197902",0.181970728540081
"3508","1790001","90902",0.343796839569863
"3509","1790001","242906",0.086198046272891
"3510","1790001","90903",0.0358399747683185
"3511","1790002","33904",0.0719676604971308
"3512","1790002","90904",0.795349648341684
"3513","1790002","197902",0
"3514","1790002","90902",0.0486462433306994
"3515","1790002","90905",0.0840364478310225
"3516","1790003","33904",0.0418523853997115
"3517","1790003","90902",0.083188788171829
"3518","1790003","90905",0.477068517176249
"3519","1790003","90903",0.181343757877703
"3520","1790003","33901",0.216546551374343
"3521","1790003","65901",0
"3522","1790004","65902",0
"3523","1790004","242903",0.0175194097286814
"3524","1790004","90902",0.146339008481761
"3525","1790004","242906",0
"3526","1790004","90903",0.836141581790316
"3527","1790004","65901",0
"3528","1790005","90904",1.00000000000089
"3529","1790006","90904",0.999999999999071
"3530","1790007","90904",1.00000000000051
"3531","1810101","91906",0.635961924425229
"3532","1810101","91905",0.364038075573493
"3533","1810102","91906",1.00000000000287
"3534","1810103","91906",1.00000000000142
"3535","1810103","91903",0
"3536","1810103","91918",0
"3537","1810104","91906",0.398679155207335
"3538","1810104","91918",0.100196558689144
"3539","1810104","91905",0.501124286103848
"3540","1810105","91918",0.0395617426225623
"3541","1810105","91905",0.0136329975932491
"3542","1810105","43902",0
"3543","1810105","91908",0.671693007778646
"3544","1810105","91917",0.272520333544664
"3545","1810105","43903",0.0025919184600692
"3546","1810106","91918",0.0499209108843049
"3547","1810106","91905",0.779665914353157
"3548","1810106","91908",0.109004397894795
"3549","1810106","91917",0.0614087768680363
"3550","1810107","91918",0.977369590552942
"3551","1810107","91910",0.0203770102403206
"3552","1810107","91908",0.0022533992063539
"3553","1810108","91906",0.0409701415822239
"3554","1810108","91914",0.315736896757514
"3555","1810108","91905",0.497621961750073
"3556","1810108","91917",0.145670999906669
"3557","1810201","91903",1.00000000000088
"3558","1810202","91903",1.00000000000063
"3559","1810203","91903",1.00000000000096
"3560","1810204","91913",0.167298167608156
"3561","1810204","91903",0.832701832342433
"3562","1810205","91906",0.116768100535011
"3563","1810205","91903",0.652981433180787
"3564","1810205","91901",0.230250466283301
"3565","1810205","74911",0
"3566","1810206","91913",0.0614018475213943
"3567","1810206","91903",0.938598152478496
"3568","1810207","91918",0.071941847886339
"3569","1810207","43902",7.84490624816767e-11
"3570","1810207","91910",0.613434062967074
"3571","1810207","91908",0.247288918033278
"3572","1810207","74912",0.0673351710344398
"3573","1810208","91918",0.0223078190259988
"3574","1810208","91910",0.977692180974383
"3575","1810209","91906",0.262586088144485
"3576","1810209","91901",0.0757043997187043
"3577","1810209","91918",0.574844540558302
"3578","1810209","91910",0.0868649715779474
"3579","1810210","91906",3.80805778792044e-12
"3580","1810210","91903",4.37869145917326e-13
"3581","1810210","91901",0.870202428616764
"3582","1810210","74911",0
"3583","1810210","91918",0.011682397802491
"3584","1810210","91910",0.11811517357571
"3585","1810301","91906",0.836502775646251
"3586","1810301","91903",0.163497224358259
"3587","1810302","91906",0.982957581686932
"3588","1810302","91914",0.0170424183135078
"3589","1810303","91906",0.21229211076421
"3590","1810303","91914",0.787707889234307
"3591","1810304","91906",0.845623125080338
"3592","1810304","91914",0.154376874920791
"3593","1810305","91914",0.980922275995922
"3594","1810305","91913",4.19120665293487e-12
"3595","1810305","91909",0.0190777240024744
"3596","1810306","91914",0.154836165379341
"3597","1810306","91909",0.720336743153361
"3598","1810306","91902",0.124827091468585
"3599","1810306","49905",0
"3600","1810307","91914",0.194284538627515
"3601","1810307","91909",0.0157093587454751
"3602","1810307","91902",0.709828931143305
"3603","1810307","91905",0.0286739681217776
"3604","1810307","91907",0.0513157624543922
"3605","1810307","49905",1.16785137029006e-11
"3606","1810307","91917",0.000187440893248173
"3607","1810308","91902",4.81398338170961e-12
"3608","1810308","91907",0.747744512527909
"3609","1810308","49905",0
"3610","1810308","91917",0.0610172294806351
"3611","1810308","61903",0.191238257988475
"3612","1810309","91914",0.00739900739567394
"3613","1810309","91902",0.0253597928899278
"3614","1810309","91905",0.0500346450940994
"3615","1810309","91907",0.0147903412314117
"3616","1810309","91917",0.899320741024451
"3617","1810309","43903",0.00309547236657362
"3618","1810309","61903",0
"3619","1810401","91903",0.999999999998676
"3620","1810402","91913",0.0178928676688032
"3621","1810402","91903",0.982107132330149
"3622","1810403","91913",0.848755501340555
"3623","1810403","91903",0.15124449865909
"3624","1810404","91906",0.00756658005105381
"3625","1810404","91914",0.0302333936302365
"3626","1810404","91913",0.920429667832333
"3627","1810404","91903",0
"3628","1810404","91909",0.0417703584864564
"3629","1810405","91906",0.387483115225984
"3630","1810405","91903",0.612516884773224
"3631","1810406","91914",0.148583078600587
"3632","1810406","91913",0.0172300920147049
"3633","1810406","91909",0.834186829383604
"3634","1810406","49905",0
"3635","1810407","91906",0.334923793599268
"3636","1810407","91913",0.651445857517371
"3637","1810407","91903",0.0136303488809655
"3638","1810408","91906",0.409435555565239
"3639","1810408","91914",0.289781641993625
"3640","1810408","91913",0.148649935975161
"3641","1810408","91903",0.152132866465724
"3642","1810409","91906",0.903323362849218
"3643","1810409","91914",0.096676637150966
"3644","1830001","92903",0.999999999999843
"3645","1830002","92903",0.999999999999867
"3646","1830003","102904",0
"3647","1830003","92903",0.999999999999303
"3648","1830004","230906",0
"3649","1830004","102904",0
"3650","1830004","230902",0
"3651","1830004","92903",1.00000000000041
"3652","1830005","230902",0
"3653","1830005","92908",0
"3654","1830005","92907",0.000197184892844492
"3655","1830005","92903",0.999802815106924
"3656","1830006","92907",0.977577667517714
"3657","1830006","92904",0.0164849784280346
"3658","1830006","92903",0.00593735405449075
"3659","1830007","92908",0
"3660","1830007","92907",0.973985162182691
"3661","1830007","92904",0.0100928897789334
"3662","1830007","92903",0.0159219480400197
"3663","1830008","92904",0.624072901479249
"3664","1830008","92903",0.375927098520577
"3665","1830009","92904",0.452669643284714
"3666","1830009","92903",0.547330356715569
"3667","1830010","92902",2.61190819625241e-05
"3668","1830010","92908",0
"3669","1830010","92904",0.941904330394407
"3670","1830010","92903",0.0580695505240086
"3671","1830011","92908",0
"3672","1830011","92907",0.0178560327402346
"3673","1830011","92904",0.98214396725765
"3674","1830012","92902",0
"3675","1830012","230902",0
"3676","1830012","92908",0.698989975587654
"3677","1830012","92907",6.38517414368549e-05
"3678","1830012","92906",0
"3679","1830012","92904",0.294389751862246
"3680","1830012","92903",0
"3681","1830012","92901",0.00655642080948152
"3682","1830013","230902",0
"3683","1830013","92908",0.00310106480327621
"3684","1830013","92906",0
"3685","1830013","92901",0.996898935197517
"3686","1830013","230908",0
"3687","1830013","230901",0
"3688","1830014","201908",0
"3689","1830014","92902",0.0727463854069153
"3690","1830014","212909",0
"3691","1830014","92908",0
"3692","1830014","92906",0.927199691206276
"3693","1830014","92904",5.39233828297709e-05
"3694","1830014","92901",0
"3695","1830015","201904",0
"3696","1830015","201908",8.09259806637068e-11
"3697","1830015","92902",0.980951380414275
"3698","1830015","92906",0.0190486195041846
"3699","1830016","92902",1.00000000000052
"3700","1830016","92903",0
"3701","1830017","92902",0.942265204248352
"3702","1830017","92906",0.013682664089588
"3703","1830017","92904",0.00109824375463603
"3704","1830017","92903",0.0429538879068456
"3705","1830018","92902",0.00342609205499151
"3706","1830018","201910",0
"3707","1830018","102904",0
"3708","1830018","92903",0.996573907944987
"3709","1830019","102904",0
"3710","1830019","92904",0.00631826243529226
"3711","1830019","92903",0.993681737563256
"3712","1830020","92904",0
"3713","1830020","92903",1.00000000000066
"3714","1830021","102904",0
"3715","1830021","92903",0.999999999996212
"3716","1850001","170903",0
"3717","1850001","93905",0.0639691441097788
"3718","1850001","93903",0.0196216113363902
"3719","1850001","93901",0.729744418831762
"3720","1850001","21902",0
"3721","1850001","21901",0
"3722","1850001","93904",0.186664825721299
"3723","1850002","154903",0
"3724","1850002","93903",0.987423015785402
"3725","1850002","93901",0.00241724805479877
"3726","1850002","154901",0.0101597361598735
"3727","1850002","21902",0
"3728","1850003","93904",0.999999999999289
"3729","1850004","170903",7.17876658874569e-12
"3730","1850004","93905",0
"3731","1850004","93901",0.302283484475429
"3732","1850004","93904",0.697716515497123
"3733","1850004","170906",1.86027051682385e-11
"3734","1850004","237904",0
"3735","1850005","239901",0
"3736","1850005","237902",0
"3737","1850005","93904",1.00000000000207
"3738","1850005","237904",0
"3739","1850006","93904",1.00000000000033
"3740","1850007","154903",0
"3741","1850007","236902",0
"3742","1850007","93903",0.0222725783558177
"3743","1850007","93901",0.165791865421512
"3744","1850007","154901",0.811935556224519
"3745","1850008","236902",0
"3746","1850008","93905",0.00130396543422658
"3747","1850008","93901",0.995423537820103
"3748","1850008","154901",0.00327249674911141
"3749","1850009","170903",0
"3750","1850009","93905",0.898628193610659
"3751","1850009","93901",0.101371806389372
"3752","1850010","93903",0.75082385322635
"3753","1850010","93901",0.249176146775822
"3754","1850010","21902",0
"3755","1850011","93903",0
"3756","1850011","93901",1.00000000000034
"3757","1850012","93901",0.153582726406618
"3758","1850012","93904",0.846417273592304
"3759","1850014","93904",0.999999999999835
"3760","1850014","237904",0
"3761","1850015","93904",0.999999999999887
"3762","1850015","237904",0
"3763","1870101","94903",9.92948679614124e-05
"3764","1870101","94901",0.999900705130581
"3765","1870102","94901",1.00000000000011
"3766","1870103","94901",0.999999999997405
"3767","1870104","94901",0.999999999998698
"3768","1870105","89903",0.0495917325051135
"3769","1870105","247906",0
"3770","1870105","94901",0.950408267495148
"3771","1870106","94903",0.00338267432694127
"3772","1870106","94901",0.996617325674255
"3773","1870107","28906",0.0607826400602889
"3774","1870107","28903",0.187258180180304
"3775","1870107","94903",0
"3776","1870107","94901",0.751959179759056
"3777","1870108","28906",0
"3778","1870108","94903",0.0192884403022071
"3779","1870108","105902",0.444001255129451
"3780","1870108","94901",0.536710304566407
"3781","1870109","89903",0
"3782","1870109","89901",0
"3783","1870109","28903",0.350958203499618
"3784","1870109","94901",0.64904179650384
"3785","1870110","94901",0.999999999998213
"3786","1870111","94901",0.9999999999991
"3787","1870112","94901",0.999999999998926
"3788","1870113","46901",0.999999999998694
"3789","1870113","46902",0
"3790","1870114","46901",0.694674947171368
"3791","1870114","94901",0.0377319598463113
"3792","1870114","94904",0.267593092985458
"3793","1870114","46902",0
"3794","1870115","94903",0.662456386272332
"3795","1870115","94901",0.337543613727745
"3796","1870116","94903",0.00107204872688831
"3797","1870116","46901",0.000711876930278971
"3798","1870116","94901",0.748120891591365
"3799","1870116","94904",0.250095182752121
"3800","1870116","46902",0
"3801","1870117","46901",0.982767664223154
"3802","1870117","94904",0.0172323357760281
"3803","1870117","46902",0
"3804","1870118","94903",0
"3805","1870118","94901",1.00000000000105
"3806","1870119","94901",0.855277519880669
"3807","1870119","94904",0.144722480119778
"3808","1870120","94901",1.00000000000041
"3809","1870121","94903",1.0000000000008
"3810","1870121","94901",0
"3811","1870122","94903",0.999999999999603
"3812","1870122","94901",0
"3813","1870123","94901",0.999999999998213
"3814","1870124","94901",1.0000000000012
"3815","1870125","94901",1.00000000000185
"3816","1870126","94901",1.00000000000062
"3817","1870127","94901",0.999999999997399
"3818","1870201","94901",0.99999999999935
"3819","1870202","94901",0.999999999998029
"3820","1870203","94903",0
"3821","1870203","94901",1
"3822","1870204","94903",0.731561425250236
"3823","1870204","94901",0.268438574748825
"3824","1870205","94903",0.947004823085325
"3825","1870205","105902",0
"3826","1870205","94901",0.0529951769145113
"3827","1870205","46902",0
"3828","1870206","94903",0.222464755469243
"3829","1870206","105902",0.777535244529971
"3830","1870207","94901",0.999999999999011
"3831","1870208","94903",0.769736356663165
"3832","1870208","46901",0.000668378133861789
"3833","1870208","94901",0.000607452397815112
"3834","1870208","46902",0.228987812804641
"3835","1870209","94901",0.999999999999738
"3836","1870210","94901",0.999999999998882
"3837","1870211","94901",0.999999999999251
"3838","1870212","94901",0.999999999998714
"3839","1870213","94903",0.262680506159252
"3840","1870213","46901",0.00525331803491957
"3841","1870213","46902",0.732066175803787
"3842","1870214","94903",1.00000000000062
"3843","1870215","94903",0.99999999999905
"3844","1870215","94901",0
"3845","1870216","94903",0.961418638220634
"3846","1870216","94901",0.0385813617781317
"3847","1870217","94901",1.00000000000021
"3848","1870218","94901",1.00000000000122
"3849","1870219","94901",1.00000000000072
"3850","1870220","94901",0.999999999999398
"3851","1870221","94901",1.00000000000052
"3852","1870222","94901",0.999999999998432
"3853","1870223","94901",1.00000000000077
"3854","1870224","94901",0.999999999999574
"3855","1870225","94901",1.0000000000007
"3856","1870226","94903",0
"3857","1870226","94901",0.999999999996893
"3858","1870301","94902",0.335880939299142
"3859","1870301","94904",0.593607221842135
"3860","1870301","46902",0.0705118388574137
"3861","1870302","94902",0.999999999948266
"3862","1870302","94904",5.30050600089074e-11
"3863","1870303","94902",1.00000000000105
"3864","1870304","94902",1.00000000000021
"3865","1870304","46902",0
"3866","1870305","94902",0.999999999999673
"3867","1870305","15916",0
"3868","1870305","46902",0
"3869","1870306","94902",0.999999999999559
"3870","1870401","94902",0
"3871","1870401","46901",0.0224977088066454
"3872","1870401","94904",0.788109667388063
"3873","1870401","46902",0.18939262380515
"3874","1870402","94902",1.00000000000043
"3875","1870403","94902",0.999999999999883
"3876","1870404","94902",0.947015629489401
"3877","1870404","46902",0.0529843705119446
"3878","1870405","94902",0.249668936262334
"3879","1870405","94901",0.000306406438524626
"3880","1870405","94904",0.750024657298541
"3881","1870406","247903",0.385334892780973
"3882","1870406","15911",0
"3883","1870406","94902",0
"3884","1870406","94901",0.0735296654599308
"3885","1870406","94904",0.541135441757207
"3886","1870407","247903",0.141095161597177
"3887","1870407","247906",0
"3888","1870407","94901",0.858904838406143
"3889","1870407","94904",0
"3890","1870408","46901",0.888472661791428
"3891","1870408","46902",0.111527338208018
"3892","1870409","94902",1.00000000000038
"3893","1870410","94901",0.483959407625318
"3894","1870410","94904",0.516040592374847
"3895","1890101","95905",1.00000000000094
"3896","1890102","95905",0.99999999999931
"3897","1890103","95905",1.00000000000033
"3898","1890104","95905",0.999999999999872
"3899","1890105","95905",1.00000000000025
"3900","1890110","95905",1.00000000000007
