"","PCTKEY","DISTRICT_N","intesecting"
"1","10001","1907",0.980022864544908
"2","10001","1903",0.0199771354547673
"3","10002","113902",0
"4","10002","145907",0
"5","10002","1909",0.00998159263478888
"6","10002","1903",0.99001840736426
"7","10003","1909",0.199540441662422
"8","10003","1907",0.329347671422676
"9","10003","1903",0.471111886914114
"10","10004","37907",0
"11","10004","113902",0
"12","10004","1909",0.745749565297183
"13","10004","1907",0.00335860469284992
"14","10004","1903",0.250891830009267
"15","10005","37907",0
"16","10005","113902",0
"17","10005","1909",1.00000000000001
"18","10005","37901",0
"19","10006","1908",0
"20","10006","1907",0.997786303357023
"21","10006","1903",0.00221369664261785
"22","10007","1908",0.231054020610713
"23","10007","1907",0.768945979389429
"24","10008","1907",1.0000000000008
"25","10009","145907",1.26552642672546e-11
"26","10009","1908",0.677304565109898
"27","10009","1907",0.0263350867558462
"28","10009","1903",0.296360348119776
"29","10010","145907",0
"30","10010","81902",0
"31","10010","1908",0.769811415140344
"32","10010","1907",0.106643379427071
"33","10010","1902",0.12354520543299
"34","10011","81902",0
"35","10011","1908",0.000921369205645756
"36","10011","1907",0.26338647704938
"37","10011","1902",0.735692153746019
"38","10013","1907",0.999999999999794
"39","10015","37907",0
"40","10015","1909",0.555836338907205
"41","10015","1907",0.444163661090093
"42","10015","37904",0
"43","10016","1909",0.00895229988695827
"44","10016","1907",0.218980631698065
"45","10016","1906",0.772067068411702
"46","10016","37904",0
"47","10017","1907",0.956908159387085
"48","10017","1906",0.043091840613866
"49","10018","1906",0.253525075566664
"50","10018","107910",0.158364455762313
"51","10018","212902",0
"52","10018","1904",0.588110468671274
"53","10018","37904",0
"54","10019","1908",0.991892661843288
"55","10019","1907",0.0081073381532328
"56","10020","1907",1.00000000000037
"57","10021","1908",0.468063737957503
"58","10021","1907",0.531936262038957
"59","10022","1907",0.995577487829986
"60","10022","1902",0.00442251216672595
"61","10023","1907",0.22077182008266
"62","10023","1906",0.135473154970666
"63","10023","107910",0.307157128200163
"64","10023","1902",0.126878078869786
"65","10023","107901",0.012249098936766
"66","10023","1904",0.197470718940054
"67","10024","81902",0
"68","10024","107904",0
"69","10024","1907",0.00254575231624666
"70","10024","1902",0.995313007623846
"71","10024","107901",0.00214124006007346
"72","1010101","173901",0
"73","1010101","51901",1.00000000000119
"74","1010102","96904",0
"75","1010102","173901",0
"76","1010102","38901",0.0861389544131948
"77","1010102","51901",0.913861045586421
"78","1010201","63906",0
"79","1010201","173901",0
"80","1010201","135001",0
"81","1010201","51901",1.00000000000058
"82","1010301","78901",0
"83","1010301","99903",0.0340362499812936
"84","1010301","38901",0.284104875427979
"85","1010301","51901",0.681858874590528
"86","1010401","78901",0
"87","1010401","135001",0
"88","1010401","51901",0.99999999999939
"89","1030001","231901",0
"90","1030001","53001",0
"91","1030001","52901",1.00000000000086
"92","1030001","186903",0
"93","1030001","186901",0
"94","1030002","52901",1.00000000000018
"95","1030003","238902",0
"96","1030003","238904",0
"97","1030003","52901",0.999999999999839
"98","1030003","186901",0
"99","1030003","68901",0
"100","1030004","231902",1.28438326810732e-12
"101","1030004","231901",4.7568618418241e-12
"102","1030004","52901",0.999999999995063
"103","1030004","68901",0
"104","1050001","53001",0.999999999999754
"105","1050001","218901",0
"106","1050001","233903",0
"107","1050002","53001",0.999999999999673
"108","1050002","218901",0
"109","1050002","192901",0
"110","1050002","207901",0
"111","1050002","118902",0
"112","1050003","231902",3.83367576652198e-12
"113","1050003","231901",1.46080042586402e-12
"114","1050003","53001",0.99999999999562
"115","1050003","52901",0
"116","1050003","192901",0
"117","1050003","186903",0
"118","1050004","222901",0
"119","1050004","53001",1.00000000000265
"120","1050004","233903",0
"121","1050004","186903",0
"122","1070011","77901",0
"123","1070011","54903",0.80602604889762
"124","1070011","54901",0.126120438163302
"125","1070011","54902",0.0678535129382452
"126","1070027","63903",0
"127","1070027","85902",0
"128","1070027","173901",0
"129","1070027","77901",0
"130","1070027","54903",0.0113881689077644
"131","1070027","54901",0.988611831092628
"132","1070039","77901",0
"133","1070039","54903",0.252208320599337
"134","1070039","95904",0.0291682318098481
"135","1070039","152903",0
"136","1070039","85903",0
"137","1070039","152908",0
"138","1070039","54902",0.718623447590427
"139","1070044","85902",0
"140","1070044","54903",0.613113947985371
"141","1070044","54901",0.319293484473546
"142","1070044","85903",0
"143","1070044","54902",0.0675925675420738
"144","1090001","55901",0.999999999998507
"145","1090001","122902",0
"146","1090002","55901",1.00000000000148
"147","1090004","195901",2.05873959941993e-12
"148","1090004","195902",5.82454165154135e-13
"149","1090004","55901",0.999999999999125
"150","1090004","122902",0
"151","1090004","122901",0
"152","10903-3","195901",0
"153","10903-3","115903",0
"154","10903-3","55901",1.00000000000088
"155","10903-5","55901",1.00000000000011
"156","110101","33902",0
"157","110101","6902",1.00000000000183
"158","110201","6902",1.00000000000024
"159","110202","23902",0
"160","110202","33902",0
"161","110202","6902",0.755223133850373
"162","110202","33901",0.0498895507033753
"163","110202","65901",0.194887315446087
"164","110301","23902",0
"165","110301","6902",1.00000000000018
"166","110301","219901",0
"167","110303","23902",0
"168","110303","6902",0.940829004624235
"169","110303","219901",0.0591709953761964
"170","110401","6902",1.00000000000163
"171","110402","33902",0
"172","110402","191901",0
"173","110402","188903",0
"174","110402","6902",0.999999999998388
"175","110404","191901",0
"176","110404","6902",1.00000000000378
"177","110404","219901",0
"178","1110001","103901",2.74244534058834e-12
"179","1110001","56901",0.0113103328714163
"180","1110001","56902",0.988689667125788
"181","1110002","171901",0
"182","1110002","103902",0
"183","1110002","56901",0.33817474147131
"184","1110002","211902",0.661825258529596
"185","1110003","56901",0.405551376524741
"186","1110003","56902",0.590313929146105
"187","1110003","211902",0.00413469432930754
"188","1110004","56901",0.370608409982811
"189","1110004","56902",0.62939159001742
"190","1110005","56901",0
"191","1110005","56902",0
"192","1110005","211902",0.999999999999694
"193","1110006","56901",0.688415494500129
"194","1110006","56902",0.31158450550189
"195","1110007","56901",0.999999999999135
"196","1110008","56901",0.999999999996886
"197","1110009","56901",1.00000000000179
"198","1131000","57905",1.00000000000048
"199","1131001","57905",1.00000000000055
"200","1131002","57905",1.00000000000079
"201","1131003","57916",1.00000000000022
"202","1131004","57916",0.99999999999953
"203","1131005","57916",0.999999999998579
"204","1131005","57905",0
"205","1131006","57916",1.00000000000415
"206","1131007","57916",0.999999999999115
"207","1131007","57905",0
"208","1131008","57916",0.0429451722195027
"209","1131008","57905",0.957054827778646
"210","1131009","57916",0
"211","1131009","57905",0.999999999999646
"212","1131010","57905",0.999999999999618
"213","1131011","57916",0
"214","1131011","57905",1.00000000000545
"215","1131012","57905",0.999999999999809
"216","1131013","57905",0.999999999999154
"217","1131014","57905",0.999999999999302
"218","1131015","57905",1.00000000000048
"219","1131016","57905",1.00000000000024
"220","1131017","57905",0.999999999999491
"221","1131018","57905",1.00000000000055
"222","1131019","57905",0.999999999998788
"223","1131020","57911",0
"224","1131020","57905",0.999999999999874
"225","1131021","57911",0.00387855411108711
"226","1131021","57905",0.996121445889239
"227","1131022","57911",0.000352055649072173
"228","1131022","57905",0.999647944350165
"229","1131023","57905",1.00000000000049
"230","1131026","57916",1.00000000000179
"231","1131027","57916",0.996067358757745
"232","1131027","57909",0.00393264124416225
"233","1131028","57916",1.00000000000002
"234","1131029","57916",1.00000000000114
"235","1131030","57916",1.00000000000036
"236","1131032","57916",1.00000000000022
"237","1131033","57916",1.00000000000114
"238","1131035","57916",0.99999999999792
"239","1131036","57916",0.999999999999949
"240","1131037","57916",1.00000000000022
"241","1131038","57916",0.85413505865571
"242","1131038","57909",0.144904820617182
"243","1131038","57905",0.000960120727097502
"244","1131039","57916",1
"245","1131040","57916",1.00000000000315
"246","1131041","57916",1.00000000000013
"247","1131042","57916",0.999999999999431
"248","1131043","57916",1.00000000000159
"249","1131044","57916",1.00000000000156
"250","1131045","57916",0
"251","1131045","57909",0
"252","1131045","57905",1.00000000000001
"253","1131046","57905",0.999999999999031
"254","1131047","57905",0.999999999999036
"255","1131048","57916",0
"256","1131048","57905",0.999999999998069
"257","1131049","57916",0.848028467322987
"258","1131049","57905",0.151971532676323
"259","1131050","57905",1.0000000000004
"260","1131051","57905",0.9999999999996
"261","1131052","57905",0.999999999999445
"262","1131054","57905",0.999999999997114
"263","1131055","57905",1.00000000000196
"264","1131056","57909",0
"265","1131056","57905",0.999999999999724
"266","1131057","57914",0
"267","1131057","57905",1.000000000001
"268","1131058","57905",0.999999999997907
"269","1131059","57905",0.999999999998997
"270","1131060","57905",1.000000000001
"271","1131061","57905",0.999999999997571
"272","1131062","57914",0.285296403115675
"273","1131062","57905",0.714703596881426
"274","1131063","57914",0
"275","1131063","57905",0.999999999997732
"276","1131064","57905",0.999999999999234
"277","1131065","57914",3.22403964694026e-10
"278","1131065","57905",0.999999999677516
"279","1131067","57914",0.999999999994235
"280","1131067","57905",0
"281","1131068","57914",0
"282","1131068","57909",0
"283","1131068","57905",1.00000000000018
"284","1131069","57905",0.999999999999097
"285","1131070","57905",0.999999999998573
"286","1131071","57905",1.00000000000075
"287","1131073","57905",1.00000000000128
"288","1131074","57905",1.00000000000092
"289","1131075","57905",1.0000000000024
"290","1131076","57905",1.00000000000041
"291","1131077","57905",1.00000000000134
"292","1131078","57905",0.9999999999983
"293","1131079","57905",1.00000000000163
"294","1131080","57905",1.00000000000087
"295","1131081","57905",1.00000000000158
"296","1131082","57905",0.999999999999025
"297","1131083","57905",0.999999999999685
"298","1131084","57905",0.999999999998266
"299","1131085","57905",1.00000000000202
"300","1131086","57905",0.999999999999395
"301","1131087","57914",0.0370383704019474
"302","1131087","57905",0.962961629597323
"303","1131088","57905",1.0000000000003
"304","1131089","57914",0.0382823008133586
"305","1131089","57905",0.961717699186925
"306","1131090","57905",1.00000000000032
"307","1131091","57905",0.999999999999619
"308","1131092","57905",1.00000000000122
"309","1131093","57914",0.0382592391361872
"310","1131093","57905",0.961740760866322
"311","1131094","57905",1.00000000000341
"312","1131095","57905",1.00000000000313
"313","1131096","57905",1.00000000000112
"314","1131097","57905",1.00000000000043
"315","1131098","57905",1.00000000000185
"316","1131099","57905",0.999999999999479
"317","1131100","57905",1.00000000000001
"318","1131101","57905",1.00000000000113
"319","1131102","57905",0.999999999998956
"320","1131103","57905",0.999999999996519
"321","1131104","57905",0.999999999999593
"322","1131105","57905",0.999999999997375
"323","1131106","57905",1.00000000000061
"324","1131107","57905",1.0000000000002
"325","1131108","57905",1.00000000000055
"326","1131109","57905",0.999999999998549
"327","1131110","57905",0.999999999999629
"328","1131111","57905",0.999999999999247
"329","1131112","57905",0.999999999999856
"330","1131113","57905",1.00000000000029
"331","1131114","57905",0.999999999996285
"332","1131115","57905",1.00000000000291
"333","1131116","57914",0
"334","1131116","57905",1.00000000000016
"335","1131117","57911",0.0016508859108467
"336","1131117","57905",0.998349114090707
"337","1131118","57905",1.00000000000034
"338","1131119","57905",1.00000000000047
"339","1131120","57905",0.999999999999768
"340","1131121","57909",0.34570406008004
"341","1131121","57905",0.654295939920902
"342","1131122","57905",1.00000000000397
"343","1131124","57905",0.999999999999035
"344","1131125","57914",0
"345","1131125","57909",0.610255416753349
"346","1131125","57905",0.389744583247525
"347","1131126","57905",0.999999999999
"348","1131127","57916",1.00000000000032
"349","1131128","57916",0.999999999999966
"350","1131129","57916",0.999999999999762
"351","1131129","57909",0
"352","1131129","57905",0
"353","1131130","57905",0.999999999999982
"354","1131131","57905",0.999999999999917
"355","1131132","57905",1.00000000000027
"356","1131133","57905",0.999999999999598
"357","1131134","57905",0.999999999999707
"358","1131135","57905",1.00000000000381
"359","1131136","57905",1.0000000000003
"360","1131137","57905",1.00000000000124
"361","1131138","57905",0.999999999996352
"362","1131139","57914",1.00000000000041
"363","1131140","57905",1.00000000000251
"364","1131141","57914",0
"365","1131141","57905",1.00000000000205
"366","1131300","57914",0.987524076530095
"367","1131300","57909",0.00532821231111968
"368","1131300","57905",0.00714771115909545
"369","1131301","57914",0.994825624359505
"370","1131301","57909",0.00517437564047876
"371","1131302","57914",0.995905763641181
"372","1131302","57909",0.00409423635816376
"373","1131303","57905",0.999999999998715
"374","1131304","57914",0.999999999998214
"375","1131305","57914",0.984232952421641
"376","1131305","57905",0.0157670475795523
"377","1131307","57914",0.277655385395832
"378","1131307","57905",0.722344614603624
"379","1131308","57914",0.902150248642836
"380","1131308","57905",0.0978497513558533
"381","1131309","57914",0.979741238615662
"382","1131309","57905",0.0202587613853462
"383","1131310","57914",0.999999999999681
"384","1131311","57914",0.999999999999183
"385","1131312","57914",1.00000000000064
"386","1131312","57905",0
"387","1131313","57914",1.00000000000188
"388","1131313","57905",0
"389","1131314","57914",0.920469116411358
"390","1131314","57905",0.0795308835878419
"391","1131315","57914",0.529699470909409
"392","1131315","57905",0.470300529090277
"393","1131316","57914",0.999999999999735
"394","1131317","57914",0.999999999995034
"395","1131317","57905",0
"396","1131500","57916",1.00000000000331
"397","1131501","57916",1.0000000000024
"398","1131502","57916",0.999999999999431
"399","1131503","57916",0.999999999999411
"400","1131504","57916",0.999999999996487
"401","1131700","57909",1.00000000000097
"402","1131701","57909",0.999999999999155
"403","1131702","57909",1.00000000000096
"404","1131703","57916",0
"405","1131703","57909",0.999999999999384
"406","1131704","57916",0.999999999999713
"407","1131704","57909",0
"408","1131705","57916",0.990851466778418
"409","1131705","57909",0.00914853321850757
"410","1131706","57916",0
"411","1131706","57909",1.00000000000079
"412","1131707","57916",0.0108659283015888
"413","1131707","57909",0.849048058275729
"414","1131707","57905",0.140086013418567
"415","1131708","57909",1.00000000000186
"416","1131709","57909",1
"417","1131710","57909",1.00000000000094
"418","1131711","57909",0.999999999999879
"419","1131712","57909",0.999999999998362
"420","1131713","57909",0.999999999998411
"421","1131714","57909",0.999999999999108
"422","1131715","57909",1.00000000000089
"423","1131716","57909",1.00000000000113
"424","1131717","57909",1.00000000000077
"425","1131718","57909",0.999999999998534
"426","1131719","57909",0.995442253134595
"427","1131719","57905",0.00455774686359411
"428","1131720","57914",0.00243959191326374
"429","1131720","57909",0.997560408087385
"430","1131721","57914",0.868370408926656
"431","1131721","57909",0.131629591073815
"432","1131722","57914",0.0186283568437752
"433","1131722","57909",0.981371643154317
"434","1131723","57909",0.999999999998605
"435","1131724","57914",0.40223629333
"436","1131724","57909",0.597763706670257
"437","1131725","57909",1.0000000000006
"438","1131726","57909",0.977615226025902
"439","1131726","57905",0.0223847739743812
"440","1131727","57909",0.999999999999708
"441","1131728","57909",0.994883764204522
"442","1131728","57905",0.00511623579329565
"443","1131729","57909",0.999999999999866
"444","1131730","57909",0
"445","1131730","57905",0.999999999996569
"446","1131731","57905",1.00000000000059
"447","1132000","57905",1.0000000000012
"448","1132001","57905",0.999999999998507
"449","1132002","57905",0.999999999997676
"450","1132003","57905",1.00000000000123
"451","1132003","57903",0
"452","1132004","57905",0.999999999999812
"453","1132005","57905",0.999999999997558
"454","1132006","57905",0.999999999998975
"455","1132007","57905",1.00000000000007
"456","1132008","57905",0.999999999999382
"457","1132009","57905",0.999999999997909
"458","1132010","57905",0.999999999998075
"459","1132011","57905",1.0000000000012
"460","1132012","57905",0.999999999998761
"461","1132013","57905",0.999999999999762
"462","1132014","57911",0
"463","1132014","57905",1.00000000000128
"464","1132015","57905",0.999999999999319
"465","1132016","57916",0.224346025449577
"466","1132016","57905",0.775653974550039
"467","1132017","57916",0.999999999999944
"468","1132018","57905",1.00000000000347
"469","1132019","57905",1.00000000000093
"470","1132020","57916",0.0695350084617536
"471","1132020","57905",0.930464991537312
"472","1132021","57905",1.00000000000111
"473","1132022","57905",1.00000000000079
"474","1132023","57905",1.00000000000042
"475","1132024","57905",1.00000000000323
"476","1132025","57911",0.00902632400422937
"477","1132025","57905",0.990973675994159
"478","1132026","57911",0.0110312359413212
"479","1132026","57905",0.988968764060366
"480","1132027","57905",0.999999999998049
"481","1132028","57905",0.986358089555125
"482","1132028","57903",0.0136419104445186
"483","1132029","57911",0.264743988026648
"484","1132029","57905",0.735256011970855
"485","1132030","57911",0.49188033541865
"486","1132030","57905",0.508119664583645
"487","1132031","57911",0
"488","1132031","57905",0.999999999999497
"489","1132032","57905",0.999999999998593
"490","1132033","57911",0.0288429436455844
"491","1132033","57905",0.971157056354385
"492","1132034","57911",0.0462142534123469
"493","1132034","57905",0.953785746587102
"494","1132035","57911",0.0438258816351948
"495","1132035","57905",0.956174118364049
"496","1132036","57905",1.00000000000014
"497","1132037","57911",0
"498","1132037","57905",0.999999999999005
"499","1132038","57911",0
"500","1132038","57905",0.999999999998722
"501","1132039","57905",0.999999999998029
"502","1132040","57905",1.00000000000008
"503","1132041","57916",0.0390649218419039
"504","1132041","57905",0.960935078157991
"505","1132041","43910",0
"506","1132042","57916",0.999999999999881
"507","1132042","57905",0
"508","1132042","43910",0
"509","1132043","57916",1.00000000000219
"510","1132043","43910",0
"511","1132044","57916",0.999999999999378
"512","1132044","43910",0
"513","1132045","57916",1.00000000000097
"514","1132046","57916",1.00000000000031
"515","1132047","57916",0.999999999998149
"516","1132048","57916",0.00314992436110199
"517","1132048","57905",0.996850075637393
"518","1132049","57916",0.727798524367745
"519","1132049","57905",0.272201475632286
"520","1132050","57916",0.453891605565411
"521","1132050","57905",0.546108394433723
"522","1132051","57916",0.999999999999979
"523","1132052","57916",0.675774098125052
"524","1132052","57905",0.324225901875746
"525","1132053","57905",1.0000000000019
"526","1132054","57905",0.9999999999997
"527","1132055","57916",0.0571536562762926
"528","1132055","57905",0.942846343721845
"529","1132056","57916",0.567837142988422
"530","1132056","57905",0.432162857011268
"531","1132057","57916",1.00000000000063
"532","1132058","57916",0.968428596657331
"533","1132058","57905",0.0315714033391258
"534","1132059","57916",0.999999999999833
"535","1132060","57916",0.999999999999809
"536","1132061","57916",0.939658136411058
"537","1132061","57905",0.060341863591621
"538","1132062","57916",0.992508063918259
"539","1132062","57905",0.00749193608374234
"540","1132063","57916",0.999999999999514
"541","1132064","57916",0.883382813440433
"542","1132064","57909",0.0182466030375596
"543","1132064","57905",0.098370583524172
"544","1132065","57905",1.00000000000043
"545","1132066","57916",0.63861593751144
"546","1132066","57905",0.361384062486877
"547","1132067","57916",0
"548","1132067","57905",0.999999999998729
"549","1132068","57905",0.999999999997173
"550","1132069","57905",0.999999999999544
"551","1132070","57905",0.999999999998066
"552","1132071","57905",0.999999999999501
"553","1132072","57905",0.99999999999928
"554","1132073","57905",0.999999999998742
"555","1132074","57922",0.985542125123337
"556","1132074","57903",0.0144578748760436
"557","1132076","57905",0.985518824860929
"558","1132076","57903",0.0144811751377762
"559","1132077","57916",0
"560","1132077","57905",0.999999999998782
"561","1132078","57905",0.999999999991175
"562","1132079","57905",1.00000000000084
"563","1132200","57911",0.602787145874647
"564","1132200","57905",0.397212854124727
"565","1132201","57911",0.99342777131242
"566","1132201","57905",0.0065722286904016
"567","1132202","57911",0.994850271377718
"568","1132202","57905",0.00514972861998717
"569","1132203","57911",0.995323710503188
"570","1132203","57905",0.00467628949482417
"571","1132220","57911",1.00000000000305
"572","1132221","57911",0.999999999996886
"573","1132221","57905",0
"574","1132222","57911",0.999999999998183
"575","1132222","57905",0
"576","1132223","57911",0.942594235194985
"577","1132223","57905",0.0574057648050331
"578","1132224","57911",0.999999999999197
"579","1132224","57905",0
"580","1132225","57911",1.00000000000274
"581","1132226","57911",1.00000000000099
"582","1132226","57905",0
"583","1132300","57903",0.999999999999681
"584","1132301","57905",0
"585","1132301","57903",0.999999999998505
"586","1132302","57905",0.0497535009155963
"587","1132302","57903",0.950246499083694
"588","1132303","57903",0.999999999998688
"589","1132305","57905",0.611792731792509
"590","1132305","57903",0.388207268207635
"591","1132306","57905",0.98396284995347
"592","1132306","57903",0.0160371500493211
"593","1132307","57905",0.996844196933767
"594","1132307","57903",0.00315580306590447
"595","1132308","57905",0.0669287055808197
"596","1132308","57903",0.933071294418935
"597","1132309","57912",0
"598","1132309","57905",0.00553425224567089
"599","1132309","57903",0.994465747753435
"600","1132310","57905",0.116774935205032
"601","1132310","57903",0.88322506479728
"602","1132311","57903",1.00000000000008
"603","1132312","57905",0.900590512206619
"604","1132312","57903",0.0994094877942599
"605","1132400","57922",0.161381582651836
"606","1132400","57903",0.838618417350514
"607","1132400","61902",0
"608","1132401","57905",0.0674089426426402
"609","1132401","57903",0.932591057358071
"610","1132402","57903",1.00000000000059
"611","1132402","61902",0
"612","1132403","57905",1.00000000000003
"613","1132404","57903",1.00000000000147
"614","1132405","57905",0.0185787190174699
"615","1132405","57903",0.981421280982208
"616","1132406","57905",0.988731095154601
"617","1132406","57903",0.0112689048460119
"618","1132406","43910",0
"619","1132407","57903",0.999999999999234
"620","1132408","57903",1.00000000000075
"621","1132409","57903",0.999999999997719
"622","1132410","57905",0.616664497831723
"623","1132410","57903",0.383335502164519
"624","1132411","57903",1.00000000000174
"625","1132500","57916",0.999999999998479
"626","1132500","43910",0
"627","1132501","57916",1.00000000000213
"628","1132501","43910",0
"629","1132502","57916",1.00000000000236
"630","1132502","43910",0
"631","1132503","57916",0.999999999997603
"632","1132504","57916",0.99999999999698
"633","1132505","57916",1.00000000000196
"634","1132506","57916",1.0000000000019
"635","1132507","57916",0.999999999997935
"636","1132508","57916",0.999999999995072
"637","1132508","43910",0
"638","1132509","57916",0.999999999998971
"639","1132509","43910",0
"640","1132510","57916",0.999999999996908
"641","1132511","57916",0.999999999997306
"642","1132512","57916",0.999999999997469
"643","1132513","57916",1.00000000000069
"644","1132513","57909",0
"645","1132514","57916",0.999999999999761
"646","1132601","57922",0.678851345319905
"647","1132601","57903",0.321148654675926
"648","1132602","57922",0.00464381266281425
"649","1132602","57903",0.995356187338768
"650","1132603","57922",0.524296545453224
"651","1132603","57903",0.475703454547858
"652","1132604","57922",0.0035230160917267
"653","1132604","57903",0.996476983907338
"654","1132605","57922",0.999999999997355
"655","1132605","57903",0
"656","1132606","57922",0.999999999999658
"657","1132700","57916",0.718403276058114
"658","1132700","57909",0.281596723941682
"659","1132701","57916",0.290956164590474
"660","1132701","57909",0.709043835409052
"661","1132701","43910",0
"662","1132702","57909",0.999999999999592
"663","1132702","43910",0
"664","1132702","43914",0
"665","1132703","57909",0.99999999999983
"666","1132704","57909",0.99999999999855
"667","1132705","57916",0.0335029634092163
"668","1132705","57909",0.966497036589456
"669","1132706","57916",0.0137420555615751
"670","1132706","57909",0.986257944438198
"671","1132707","57909",0.999999999999716
"672","1132708","57909",0.99999999999953
"673","1132709","57909",1.00000000000281
"674","1132710","57909",1.00000000000179
"675","1132711","57909",0.999999999999788
"676","1132712","57909",1.00000000000084
"677","1132713","57909",1.0000000000005
"678","1132714","57909",1.00000000000007
"679","1132715","57909",0.999999999998215
"680","1132716","57909",0.999999999999643
"681","1132717","57909",1.00000000000263
"682","1132800","57922",0.999999999999268
"683","1132801","57922",1.00000000000008
"684","1132802","57922",0.999999999999342
"685","1132803","57922",1.0000000000022
"686","1132804","57922",0.920996614657227
"687","1132804","57903",0.0790033853421785
"688","1132805","57922",1.00000000000082
"689","1132805","61902",0
"690","1132806","57922",0.999999999997508
"691","1132807","57922",0.873395861397423
"692","1132807","57903",0.126604138603287
"693","1132807","61902",0
"694","1132808","57922",0.999999999999113
"695","1132808","61902",0
"696","1132809","57922",0.00857778563529566
"697","1132809","57903",0.991422214363216
"698","1132810","57922",0.946693740357029
"699","1132810","220906",0.0533062596432161
"700","1132810","61902",0
"701","1132900","57905",0.999252012367583
"702","1132900","57903",0.000747987633325679
"703","1132901","57905",0
"704","1132901","57903",1.0000000000001
"705","1132902","57905",0.999999999999048
"706","1132902","43910",0
"707","1132903","57905",0.999999999998623
"708","1132904","57905",0.999999999998973
"709","1132905","57905",1.00000000000062
"710","1132910","57922",0.999999999998548
"711","1132910","61902",0
"712","1132911","57922",1.0000000000015
"713","1132911","61902",0
"714","1132920","57909",0.999999999998883
"715","1132921","57909",1.00000000000421
"716","1132922","57909",0.99999999999993
"717","1132922","199901",0
"718","1132923","57909",1.0000000000003
"719","1132923","199901",0
"720","1132924","57909",1.00000000000035
"721","1132925","57909",0.999999999999796
"722","1132926","57909",1.0000000000012
"723","1132926","199901",0
"724","1132927","57909",0.99999999999976
"725","1132927","199901",0
"726","1132928","57909",1.00000000000009
"727","1132929","57909",0.999999999999483
"728","1132940","57909",1.00000000000168
"729","1132940","43910",0
"730","1132940","43914",0
"731","1132941","57909",1.00000000000027
"732","1132941","43914",0
"733","1132942","57909",0.999999999998717
"734","1132942","43914",0
"735","1132942","199901",0
"736","1133000","57905",1.00000000000012
"737","1133001","57907",0.166448986115034
"738","1133001","57905",0.833551013885511
"739","1133002","57905",0.999999999999303
"740","1133003","57907",0.0013170580218624
"741","1133003","57905",0.998682941976386
"742","1133004","57905",1.0000000000012
"743","1133005","57905",1.00000000000386
"744","1133006","57905",0.999999999999417
"745","1133007","57905",0.99999999999958
"746","1133008","57905",0.999999999999154
"747","1133009","57905",1.00000000000036
"748","1133010","57905",0.999999999999682
"749","1133011","57905",1.00000000000233
"750","1133012","57905",0.999999999998229
"751","1133013","57905",0.999999999999988
"752","1133014","57914",0.482583498796036
"753","1133014","57905",0.517416501203503
"754","1133015","57905",1.00000000000124
"755","1133016","57905",1.00000000000071
"756","1133017","57905",1.00000000000118
"757","1133018","57905",0.999999999997451
"758","1133019","57905",0.999999999999672
"759","1133020","57905",1.00000000000085
"760","1133021","57905",1.00000000000096
"761","1133022","57905",1.00000000000009
"762","1133023","57905",1.00000000000006
"763","1133024","57905",0.999999999998858
"764","1133025","57905",0.999999999998458
"765","1133026","57905",0.999999999998729
"766","1133027","57905",1.0000000000027
"767","1133028","57905",1.00000000000009
"768","1133029","57905",0.999999999997222
"769","1133030","57905",1.0000000000017
"770","1133031","57905",1.00000000000058
"771","1133032","57905",1.00000000000452
"772","1133033","57905",1.00000000000087
"773","1133034","57905",1.00000000000028
"774","1133035","57905",0.999999999998971
"775","1133036","57905",0.999999999998652
"776","1133037","57905",0.999999999999458
"777","1133038","57905",1.00000000000088
"778","1133039","57905",0.9999999999988
"779","1133040","57905",0.999999999999732
"780","1133041","57905",0.999999999999601
"781","1133042","57905",1.00000000000244
"782","1133043","57905",0.999999999997801
"783","1133044","57905",0.999999999999156
"784","1133045","57905",0.999999999999637
"785","1133046","57905",0.999999999998196
"786","1133047","57905",1.00000000000042
"787","1133048","57905",0.999999999999195
"788","1133049","57905",1.00000000000008
"789","1133050","57905",0.999999999998832
"790","1133051","57905",0.999999999996564
"791","1133052","57905",0.999999999999613
"792","1133053","57907",0.0100754112330445
"793","1133053","57905",0.98992458876747
"794","1133054","57905",1.00000000000278
"795","1133055","57905",1.00000000000172
"796","1133056","57905",0.999999999999199
"797","1133057","57905",1.0000000000008
"798","1133058","57905",0.99999999999915
"799","1133059","57905",0.999999999996647
"800","1133060","57905",1.00000000000398
"801","1133061","57905",0.999999999998629
"802","1133062","57905",0.99999999999998
"803","1133063","57907",0.0129034235011213
"804","1133063","57905",0.987096576499439
"805","1133064","57905",1.00000000000032
"806","1133065","57905",1.00000000000297
"807","1133066","57905",1.00000000000137
"808","1133067","57907",0.194523758992978
"809","1133067","57905",0.805476241006264
"810","1133068","57913",0.123556168160664
"811","1133068","57905",0.876443831838776
"812","1133069","57905",1.00000000000061
"813","1133070","57905",0.999999999997673
"814","1133071","57905",1.00000000000016
"815","1133072","57905",0.999999999999582
"816","1133073","57905",0.999999999997463
"817","1133074","57905",1.00000000000045
"818","1133075","57913",0.147290344320027
"819","1133075","57905",0.852709655680693
"820","1133076","57907",0.0656409428132487
"821","1133076","57910",0.0721843259577722
"822","1133076","57904",0.862174731226683
"823","1133077","57907",0.973739751753099
"824","1133077","57904",0.0262602482456077
"825","1133078","57907",0.735250104273108
"826","1133078","57904",0.264749895724453
