,CNTY,COLOR_left,PREC,PCTKEY,cntykey,Shape_area_left,Shape_len_left,index_right,SDLEA10,NAME,NAME2,DISTRICT_N,DISTRICT,DISTRICT_C,NCES_DISTR,COLOR_right,Shape_area_right,Shape_len_right,percentInSchool
34,9,1,0003,90003,5,73193670.5797,39789.015885,812,22980,Henrietta ISD,Henrietta,39902,039-902,039902,4822980,2,1117268214.92,224199.726012,0.0
1037,9,3,0011,90011,5,110643470.752,53037.4234774,812,22980,Henrietta ISD,Henrietta,39902,039-902,039902,4822980,2,1117268214.92,224199.726012,0.0
2327,77,1,0009,770009,39,126243514.382,58264.6728827,812,22980,Henrietta ISD,Henrietta,39902,039-902,039902,4822980,2,1117268214.92,224199.726012,7.209416794924092
2328,77,6,0001,770001,39,121273985.791,54234.0540453,812,22980,Henrietta ISD,Henrietta,39902,039-902,039902,4822980,2,1117268214.92,224199.726012,7.618587318544051
2329,77,3,0020,770020,39,338313416.707,130574.160089,812,22980,Henrietta ISD,Henrietta,39902,039-902,039902,4822980,2,1117268214.92,224199.726012,3.134981420386483
2330,77,4,0015,770015,39,121268820.637,71828.9177295,812,22980,Henrietta ISD,Henrietta,39902,039-902,039902,4822980,2,1117268214.92,224199.726012,10.854047310928173
2331,77,5,0027,770027,39,117538150.587,63207.0937398,812,22980,Henrietta ISD,Henrietta,39902,039-902,039902,4822980,2,1117268214.92,224199.726012,1.2861336040039635
2332,77,6,0006,770006,39,150076019.85,81641.5986315,812,22980,Henrietta ISD,Henrietta,39902,039-902,039902,4822980,2,1117268214.92,224199.726012,1.7973641351131024
2335,77,4,0032,770032,39,214018794.394,64796.5660022,812,22980,Henrietta ISD,Henrietta,39902,039-902,039902,4822980,2,1117268214.92,224199.726012,2.19754622609556
5044,77,2,0008,770008,39,586080265.658,135047.224399,812,22980,Henrietta ISD,Henrietta,39902,039-902,039902,4822980,2,1117268214.92,224199.726012,44.381080310285675
5045,77,4,0024,770024,39,249202130.631,104630.550369,812,22980,Henrietta ISD,Henrietta,39902,039-902,039902,4822980,2,1117268214.92,224199.726012,0.2309573580879899
5877,485,4,0116,4850116,243,2245627.09456,6026.62239979,812,22980,Henrietta ISD,Henrietta,39902,039-902,039902,4822980,2,1117268214.92,224199.726012,0.0
5879,485,6,0117,4850117,243,4001182.76224,9190.3821884,812,22980,Henrietta ISD,Henrietta,39902,039-902,039902,4822980,2,1117268214.92,224199.726012,0.0
5913,485,7,0107,4850107,243,19197856.5102,34245.1087197,812,22980,Henrietta ISD,Henrietta,39902,039-902,039902,4822980,2,1117268214.92,224199.726012,0.0
6039,77,2,0012,770012,39,91476855.7624,74080.4946996,812,22980,Henrietta ISD,Henrietta,39902,039-902,039902,4822980,2,1117268214.92,224199.726012,7.783756344055915
6040,77,3,0011,770011,39,126476935.342,75914.4414121,812,22980,Henrietta ISD,Henrietta,39902,039-902,039902,4822980,2,1117268214.92,224199.726012,0.0
6042,77,5,0017,770017,39,150899688.367,98653.1399725,812,22980,Henrietta ISD,Henrietta,39902,039-902,039902,4822980,2,1117268214.92,224199.726012,13.50612917756726
35,9,7,0004,90004,5,269420744.494,78805.5332002,145,21360,Graham ISD,Graham,252901,252-901,252901,4821360,5,1400201684.96,254061.291814,0.0
36,9,5,0005,90005,5,195921925.246,101050.648648,145,21360,Graham ISD,Graham,252901,252-901,252901,4821360,5,1400201684.96,254061.291814,0.0
2658,237,6,0006,2370006,119,577716600.168,114584.840965,145,21360,Graham ISD,Graham,252901,252-901,252901,4821360,5,1400201684.96,254061.291814,0.0
2660,237,3,0005,2370005,119,284398179.016,94700.8449374,145,21360,Graham ISD,Graham,252901,252-901,252901,4821360,5,1400201684.96,254061.291814,6.676914401108736e-10
2834,503,1,0022,5030022,252,562530187.942,148327.046858,145,21360,Graham ISD,Graham,252901,252-901,252901,4821360,5,1400201684.96,254061.291814,37.95899852599999
2835,503,3,0006,5030006,252,331134307.205,94290.1622535,145,21360,Graham ISD,Graham,252901,252-901,252901,4821360,5,1400201684.96,254061.291814,20.467956428861612
4257,363,5,0003,3630003,182,249781005.409,124848.552297,145,21360,Graham ISD,Graham,252901,252-901,252901,4821360,5,1400201684.96,254061.291814,0.0
4260,363,3,0020,3630020,182,91956365.1769,78279.3446987,145,21360,Graham ISD,Graham,252901,252-901,252901,4821360,5,1400201684.96,254061.291814,0.0
4489,429,5,3-19,4293-19,215,753669081.161,112085.759746,145,21360,Graham ISD,Graham,252901,252-901,252901,4821360,5,1400201684.96,254061.291814,0.5290127736221564
4634,447,5,3003,4473003,224,428367474.606,90897.8436288,145,21360,Graham ISD,Graham,252901,252-901,252901,4821360,5,1400201684.96,254061.291814,0.0
8453,503,4,0007,5030007,252,348425244.575,107783.101774,145,21360,Graham ISD,Graham,252901,252-901,252901,4821360,5,1400201684.96,254061.291814,4.295129071402923
8454,503,6,0005,5030005,252,151637206.233,89810.5246302,145,21360,Graham ISD,Graham,252901,252-901,252901,4821360,5,1400201684.96,254061.291814,6.991939860891297
8455,503,7,0024,5030024,252,29804084.62,56521.957587,145,21360,Graham ISD,Graham,252901,252-901,252901,4821360,5,1400201684.96,254061.291814,2.1285565454476534
8457,503,4,0020,5030020,252,206910583.164,82929.5575925,145,21360,Graham ISD,Graham,252901,252-901,252901,4821360,5,1400201684.96,254061.291814,9.615738831227413
8458,503,1,0023,5030023,252,323778059.474,98639.9553474,145,21360,Graham ISD,Graham,252901,252-901,252901,4821360,5,1400201684.96,254061.291814,0.14065736803853274
8459,503,2,0016,5030016,252,250244193.472,68896.5163547,145,21360,Graham ISD,Graham,252901,252-901,252901,4821360,5,1400201684.96,254061.291814,17.872010593840876
35,9,7,0004,90004,5,269420744.494,78805.5332002,466,24530,Jacksboro ISD,Jacksboro,119902,119-902,119902,4824530,2,1502950541.6,287853.514373,1.000007736398738
2329,77,3,0020,770020,39,338313416.707,130574.160089,466,24530,Jacksboro ISD,Jacksboro,119902,119-902,119902,4824530,2,1502950541.6,287853.514373,0.0
2334,77,1,0026,770026,39,158194308.403,57943.6244089,466,24530,Jacksboro ISD,Jacksboro,119902,119-902,119902,4824530,2,1502950541.6,287853.514373,0.0
2335,77,4,0032,770032,39,214018794.394,64796.5660022,466,24530,Jacksboro ISD,Jacksboro,119902,119-902,119902,4824530,2,1502950541.6,287853.514373,0.0
2655,237,7,0002,2370002,119,437610638.168,109062.140735,466,24530,Jacksboro ISD,Jacksboro,119902,119-902,119902,4824530,2,1502950541.6,287853.514373,12.897522556648555
2656,237,4,0001,2370001,119,709887983.328,116565.189418,466,24530,Jacksboro ISD,Jacksboro,119902,119-902,119902,4824530,2,1502950541.6,287853.514373,39.215804143676436
2657,237,3,0003,2370003,119,182352659.307,91389.5557788,466,24530,Jacksboro ISD,Jacksboro,119902,119-902,119902,4824530,2,1502950541.6,287853.514373,7.5986348819027745
2658,237,6,0006,2370006,119,577716600.168,114584.840965,466,24530,Jacksboro ISD,Jacksboro,119902,119-902,119902,4824530,2,1502950541.6,287853.514373,29.175507276904366
2659,237,7,0004,2370004,119,184039339.326,93996.7847786,466,24530,Jacksboro ISD,Jacksboro,119902,119-902,119902,4824530,2,1502950541.6,287853.514373,8.375643696222472
2660,237,3,0005,2370005,119,284398179.016,94700.8449374,466,24530,Jacksboro ISD,Jacksboro,119902,119-902,119902,4824530,2,1502950541.6,287853.514373,0.013893319349189451
3762,497,2,0011,4970011,249,103152924.887,60791.1397546,466,24530,Jacksboro ISD,Jacksboro,119902,119-902,119902,4824530,2,1502950541.6,287853.514373,0.0
7741,497,6,0015,4970015,249,32712328.8774,55134.7172058,466,24530,Jacksboro ISD,Jacksboro,119902,119-902,119902,4824530,2,1502950541.6,287853.514373,1.3718258443704943
7742,497,1,0016,4970016,249,241535875.426,87012.1846863,466,24530,Jacksboro ISD,Jacksboro,119902,119-902,119902,4824530,2,1502950541.6,287853.514373,0.0
8459,503,2,0016,5030016,252,250244193.472,68896.5163547,466,24530,Jacksboro ISD,Jacksboro,119902,119-902,119902,4824530,2,1502950541.6,287853.514373,0.0
8584,497,3,0012,4970012,249,191992388.357,130936.339318,466,24530,Jacksboro ISD,Jacksboro,119902,119-902,119902,4824530,2,1502950541.6,287853.514373,0.351160544526971
35,9,7,0004,90004,5,269420744.494,78805.5332002,332,30660,Midway ISD (Clay),Midway (Clay),39905,039-905,039905,4830660,4,667969573.856,169033.174442,0.0
2328,77,6,0001,770001,39,121273985.791,54234.0540453,332,30660,Midway ISD (Clay),Midway (Clay),39905,039-905,039905,4830660,4,667969573.856,169033.174442,3.854521892039798
2329,77,3,0020,770020,39,338313416.707,130574.160089,332,30660,Midway ISD (Clay),Midway (Clay),39905,039-905,039905,4830660,4,667969573.856,169033.174442,45.40435337529033
2334,77,1,0026,770026,39,158194308.403,57943.6244089,332,30660,Midway ISD (Clay),Midway (Clay),39905,039-905,039905,4830660,4,667969573.856,169033.174442,17.939844611573186
2335,77,4,0032,770032,39,214018794.394,64796.5660022,332,30660,Midway ISD (Clay),Midway (Clay),39905,039-905,039905,4830660,4,667969573.856,169033.174442,18.6772958300636
2656,237,4,0001,2370001,119,709887983.328,116565.189418,332,30660,Midway ISD (Clay),Midway (Clay),39905,039-905,039905,4830660,4,667969573.856,169033.174442,6.889066597775298
2658,237,6,0006,2370006,119,577716600.168,114584.840965,332,30660,Midway ISD (Clay),Midway (Clay),39905,039-905,039905,4830660,4,667969573.856,169033.174442,1.420223290522515
5045,77,4,0024,770024,39,249202130.631,104630.550369,332,30660,Midway ISD (Clay),Midway (Clay),39905,039-905,039905,4830660,4,667969573.856,169033.174442,5.001023565859996
5046,77,5,0010,770010,39,128768726.919,51652.2058682,332,30660,Midway ISD (Clay),Midway (Clay),39905,039-905,039905,4830660,4,667969573.856,169033.174442,0.8136708368754533
38,13,6,0001,130001,7,119412628.201,54303.7514517,469,24960,Jourdanton ISD,Jourdanton,7902,007-902,007902,4824960,2,721974083.014,178960.012762,0.0
39,13,1,0013,130013,7,145203680.766,73815.5533739,469,24960,Jourdanton ISD,Jourdanton,7902,007-902,007902,4824960,2,721974083.014,178960.012762,16.3186511757193
40,13,4,0003,130003,7,35643456.7088,39036.4161316,469,24960,Jourdanton ISD,Jourdanton,7902,007-902,007902,4824960,2,721974083.014,178960.012762,0.6402576900196107
42,13,6,0020,130020,7,26947874.6951,26116.5524015,469,24960,Jourdanton ISD,Jourdanton,7902,007-902,007902,4824960,2,721974083.014,178960.012762,1.1243184081050892
43,13,7,0017,130017,7,57470120.5649,34191.3009124,469,24960,Jourdanton ISD,Jourdanton,7902,007-902,007902,4824960,2,721974083.014,178960.012762,1.8828089523385032
44,13,7,0006,130006,7,330013323.668,88367.7398521,469,24960,Jourdanton ISD,Jourdanton,7902,007-902,007902,4824960,2,721974083.014,178960.012762,40.66305469155722
48,13,5,0008,130008,7,78586477.8057,42715.6079033,469,24960,Jourdanton ISD,Jourdanton,7902,007-902,007902,4824960,2,721974083.014,178960.012762,2.397079852761315
51,13,6,0014,130014,7,111094212.63,46670.0425099,469,24960,Jourdanton ISD,Jourdanton,7902,007-902,007902,4824960,2,721974083.014,178960.012762,15.387562413049737
1045,13,4,0021,130021,7,337933684.916,93310.020954,469,24960,Jourdanton ISD,Jourdanton,7902,007-902,007902,4824960,2,721974083.014,178960.012762,4.684000850674256
1047,13,2,0004,130004,7,318931508.931,105104.058001,469,24960,Jourdanton ISD,Jourdanton,7902,007-902,007902,4824960,2,721974083.014,178960.012762,0.7639940926265966
2743,311,5,002A,311002A,156,322821141.621,105622.655455,469,24960,Jourdanton ISD,Jourdanton,7902,007-902,007902,4824960,2,721974083.014,178960.012762,0.0
2904,13,7,0019,130019,7,1127442.91011,5831.61303612,469,24960,Jourdanton ISD,Jourdanton,7902,007-902,007902,4824960,2,721974083.014,178960.012762,0.1561611332916271
3435,311,6,0003,3110003,156,402514606.777,117039.84478,469,24960,Jourdanton ISD,Jourdanton,7902,007-902,007902,4824960,2,721974083.014,178960.012762,0.0
3543,13,3,0018,130018,7,684287734.993,134827.736292,469,24960,Jourdanton ISD,Jourdanton,7902,007-902,007902,4824960,2,721974083.014,178960.012762,15.982110739856953
38,13,6,0001,130001,7,119412628.201,54303.7514517,467,35190,Pleasanton ISD,Pleasanton,7905,007-905,007905,4835190,7,1151931708.67,197654.350609,10.366294052150353
39,13,1,0013,130013,7,145203680.766,73815.5533739,467,35190,Pleasanton ISD,Pleasanton,7905,007-905,007905,4835190,7,1151931708.67,197654.350609,1.8008134025841813
40,13,4,0003,130003,7,35643456.7088,39036.4161316,467,35190,Pleasanton ISD,Pleasanton,7905,007-905,007905,4835190,7,1151931708.67,197654.350609,2.69295149085354
41,13,5,0015,130015,7,58153108.1593,49405.9942526,467,35190,Pleasanton ISD,Pleasanton,7905,007-905,007905,4835190,7,1151931708.67,197654.350609,5.0021205387334975
42,13,6,0020,130020,7,26947874.6951,26116.5524015,467,35190,Pleasanton ISD,Pleasanton,7905,007-905,007905,4835190,7,1151931708.67,197654.350609,1.634696487321801
43,13,7,0017,130017,7,57470120.5649,34191.3009124,467,35190,Pleasanton ISD,Pleasanton,7905,007-905,007905,4835190,7,1151931708.67,197654.350609,0.5388377173297525
44,13,7,0006,130006,7,330013323.668,88367.7398521,467,35190,Pleasanton ISD,Pleasanton,7905,007-905,007905,4835190,7,1151931708.67,197654.350609,1.5830163501199386
45,13,4,0011,130011,7,126580197.532,47884.0359957,467,35190,Pleasanton ISD,Pleasanton,7905,007-905,007905,4835190,7,1151931708.67,197654.350609,3.634959846885942
46,13,1,0016,130016,7,24047407.0378,27993.1521055,467,35190,Pleasanton ISD,Pleasanton,7905,007-905,007905,4835190,7,1151931708.67,197654.350609,0.39776157911958965
47,13,2,0005,130005,7,88186446.9247,51972.4088955,467,35190,Pleasanton ISD,Pleasanton,7905,007-905,007905,4835190,7,1151931708.67,197654.350609,0.022445355421151635
50,13,3,0007,130007,7,83171369.5993,44706.8629001,467,35190,Pleasanton ISD,Pleasanton,7905,007-905,007905,4835190,7,1151931708.67,197654.350609,5.886066110916106
51,13,6,0014,130014,7,111094212.63,46670.0425099,467,35190,Pleasanton ISD,Pleasanton,7905,007-905,007905,4835190,7,1151931708.67,197654.350609,0.0
280,29,2,1102,291102,15,24183107.2497,30725.463768,467,35190,Pleasanton ISD,Pleasanton,7905,007-905,007905,4835190,7,1151931708.67,197654.350609,0.0
281,29,5,1057,291057,15,74971724.9601,47671.2854647,467,35190,Pleasanton ISD,Pleasanton,7905,007-905,007905,4835190,7,1151931708.67,197654.350609,0.0
1044,13,2,0009,130009,7,70375181.625,40921.9523981,467,35190,Pleasanton ISD,Pleasanton,7905,007-905,007905,4835190,7,1151931708.67,197654.350609,6.109318902774103
1045,13,4,0021,130021,7,337933684.916,93310.020954,467,35190,Pleasanton ISD,Pleasanton,7905,007-905,007905,4835190,7,1151931708.67,197654.350609,26.400559202988592
1046,13,7,0022,130022,7,87937137.9724,46887.7279426,467,35190,Pleasanton ISD,Pleasanton,7905,007-905,007905,4835190,7,1151931708.67,197654.350609,7.633884657426032
1047,13,2,0004,130004,7,318931508.931,105104.058001,467,35190,Pleasanton ISD,Pleasanton,7905,007-905,007905,4835190,7,1151931708.67,197654.350609,26.296274305375437
